w1b	w2b	w3b	w4b	l2	l3	l4
28737	16778262	8914984	34930944	16806999	25721983	60652927
28737	16778262	35129376	458888	16806999	51936375	52395263
28737	25296914	6291844	35129376	25325651	31617495	66746871
28737	25296914	6291844	1835552	25325651	31617495	33453047
28737	25296914	6291844	35130368	25325651	31617495	66747863
28737	21102610	8914984	1115396	21131347	30046331	31161727
28737	34081026	29392912	458888	34109763	63502675	63961563
28737	34081026	29392912	1507456	34109763	63502675	65010131
28737	132118	8914984	34930944	160855	9075839	44006783
28737	132358	29392912	1835552	161095	29554007	31389559
28737	17826822	34210080	4524048	17855559	52065639	56589687
28737	34734098	6291844	8914984	34762835	41054679	49969663
28737	18874516	8914984	34930944	18903253	27818237	62749181
28737	6291844	8947728	51511328	6320581	15268309	66779637
28737	6291844	8914984	394768	6320581	15235565	15630333
28737	6291844	8914984	16909840	6320581	15235565	32145405
28737	6291844	8914984	34604050	6320581	15235565	49839615
28737	6291844	8914984	34865170	6320581	15235565	50100735
28737	6291844	35129376	16909840	6320581	41449957	58359797
28737	6291844	35129376	25297936	6320581	41449957	66747893
28737	6291844	35129376	8683538	6320581	41449957	50133495
28737	6291844	51511328	8683538	6320581	57831909	66515447
28737	6291844	1835552	25297936	6320581	8156133	33454069
28737	6291844	1835552	25329680	6320581	8156133	33485813
28737	6291844	35130368	8683538	6320581	41450949	50134487
28737	6291844	35130368	25329680	6320581	41450949	66780629
28737	18874756	8914984	34604050	18903493	27818477	62422527
28737	18874756	35129376	8683538	18903493	54032869	62716407
28737	4849796	2616	34930944	4878533	4881149	39812093
28737	4849796	17828896	8683538	4878533	22707429	31390967
28737	17465348	2616	34930944	17494085	17496701	52427645
28737	29392912	3364	1507456	29421649	29425013	30932469
28737	29392912	35129376	458888	29421649	64551025	65009913
28737	29392912	458888	35130368	29421649	29880537	65010905
28737	29392912	1835552	33556868	29421649	31257201	64814069
28737	8914984	16909840	34930944	8943721	25853561	60784505
28737	8914984	21103120	1115396	8943721	30046841	31162237
28737	8914984	16811028	34930944	8943721	25754749	60685693
28737	8914984	17072260	34604050	8943721	26015981	60620031
28737	8914984	16810132	34930944	8943721	25753853	60684797
28737	8914984	1115396	2490386	8943721	10059117	12549503
28737	8914984	1115396	19005458	8943721	10059117	29064575
28737	8914984	1115396	23199760	8943721	10059117	33258877
28737	8914984	1507456	18875652	8943721	10451177	29326829
28737	8914984	1507456	20972804	8943721	10451177	31423981
28737	8914984	34930944	19005458	8943721	43874665	62880123
28737	8914984	34930944	4326420	8943721	43874665	48201085
28737	17828896	458888	10486034	17857633	18316521	28802555
28737	34210080	8683538	5246080	34238817	42922355	48168435
28737	35129376	458888	16811028	35158113	35617001	52428029
28737	35129376	458888	16811268	35158113	35617001	52428269
28737	35129376	458888	10486034	35158113	35617001	46103035
28737	35129376	458888	18875652	35158113	35617001	54492653
28737	35129376	458888	20972804	35158113	35617001	56589805
28737	35129376	8683538	18875652	35158113	43841651	62717303
28737	35129376	8683664	18875652	35158113	43841777	62717429
28737	458888	1083920	4719876	487625	1571545	6291421
28737	458888	35130368	10486034	487625	35617993	46104027
28737	458888	35130368	23068944	487625	35617993	58686937
28737	458888	1084420	10486034	487625	1572045	12058079
28737	1835552	25297936	33556868	1864289	27162225	60719093
2117649	34081026	17835040	458888	36198675	54033715	54492603
2117649	8914984	16941248	272128	11032633	27973881	28246009
2117649	8914984	16941248	1320448	11032633	27973881	29294329
2117649	8914984	16941248	1123584	11032633	27973881	29097465
2117649	8914984	17835520	4456896	11032633	28868153	33325049
2117649	8914984	1507456	50340160	11032633	12540089	62880249
2117649	8914984	1507456	50341120	11032633	12540089	62881209
2117649	35129376	458888	16811268	37247025	37705913	54517181
4739073	850	458888	1084420	4739923	5198811	6283231
4739073	16785938	3364	458888	21525011	21528375	21987263
4739073	16785938	3396	458888	21525011	21528407	21987295
4739073	16785938	1051716	458888	21525011	22576727	23035615
4739073	25296914	1320448	33556868	30035987	31356435	64913303
4739073	9470240	458888	18883600	14209313	14668201	33551801
4739073	2616	16941248	1115396	4741689	21682937	22798333
4739073	2616	16941248	1123584	4741689	21682937	22806521
4739073	2616	16941248	34930944	4741689	21682937	56613881
4739073	2616	1507456	18875652	4741689	6249145	25124797
4739073	2616	1507456	18882880	4741689	6249145	25132025
4739073	2616	1507456	50341120	4741689	6249145	56590265
4739073	3124	16941248	34930944	4742197	21683445	56614389
4739073	3124	458888	18882880	4742197	5201085	24083965
4739073	3364	458888	34603090	4742437	5201325	39804415
4739073	1058912	458888	10486034	5797985	6256873	16742907
4739073	1059872	458888	10486034	5798945	6257833	16743867
4739073	1057328	458888	18875652	5796401	6255289	25130941
4739073	1051716	458888	10486034	5790789	6249677	16735711
4739073	16941248	1320448	10486034	21680321	23000769	33486803
4739073	458888	1083920	18875652	5197961	6281881	25157533
4739073	458888	17835520	10488080	5197961	23033481	33521561
4739073	458888	17835520	10486034	5197961	23033481	33519515
4739073	458888	25169152	34603090	5197961	30367113	64970203
4739073	458888	35860	18882880	5197961	5233821	24116701
4739073	458888	1084420	10486034	5197961	6282381	16768415
4739073	458888	1084420	18882880	5197961	6282381	25165261
4739073	458888	34603090	18875652	5197961	39801051	58676703
4739073	458888	34604050	18882880	5197961	39802011	58684891
4739073	34611336	8683538	18875652	39350409	48033947	66909599
167953	6291844	8914984	1320448	6459797	15374781	16695229
167953	6291844	8914984	17835520	6459797	15374781	33210301
167953	6291844	8914984	50356288	6459797	15374781	65731069
167953	8914984	2121796	34604416	9082937	11204733	45809149
167953	8914984	2121796	34930944	9082937	11204733	46135677
167953	8914984	280068	50340160	9082937	9363005	59703165
167953	8914984	34619584	18875652	9082937	43702521	62578173
167953	8914984	1115396	50356288	9082937	10198333	60554621
37249	16785938	8914984	33964096	16823187	25738171	59702267
37249	16785938	8914984	6701056	16823187	25738171	32439227
37249	25296914	35129376	2121796	25334163	60463539	62585335
37249	25296914	35129376	280068	25334163	60463539	60743607
37249	34226178	17835520	4524048	34263427	52098947	56622995
37249	132118	8914984	50356288	169367	9084351	59440639
37249	1442818	8914984	35668496	1480067	10395051	46063547
37249	1311750	8914984	35668496	1348999	10263983	45932479
37249	17826822	8914984	35668496	17864071	26779055	62447551
37249	17825866	2121764	4524048	17863115	19984879	24508927
37249	1318978	8914984	35668496	1356227	10271211	45939707
37249	17834050	8914984	35668496	17871299	26786283	62454779
37249	1319938	8914984	35668496	1357187	10272171	45940667
37249	18088962	8914984	35668496	18126211	27041195	62709691
37249	2121764	17956930	4524048	2159013	20115943	24639991
37249	8914984	2121796	394768	8952233	11074029	11468797
37249	8914984	2121796	16909840	8952233	11074029	27983869
37249	8914984	2121796	34604050	8952233	11074029	45678079
37249	8914984	4473920	19005458	8952233	13426153	32431611
37249	8914984	33964096	17835520	8952233	42916329	60751849
37249	8914984	33964096	18883600	8952233	42916329	61799929
37249	8914984	19021888	34604050	8952233	27974121	62578171
37249	8914984	1311812	35668496	8952233	10264045	45932541
37249	8914984	394768	50356288	8952233	9347001	59703289
37249	8914984	280068	34603090	8952233	9232301	43835391
37249	8914984	280068	19005458	8952233	9232301	28237759
37249	8914984	1320448	19005458	8952233	10272681	29278139
37249	8914984	1320448	23199760	8952233	10272681	33472441
37249	8914984	19152900	34603090	8952233	28105133	62708223
37249	8914984	1319940	35668496	8952233	10272173	45940669
37249	8914984	5513280	35668496	8952233	14465513	50134009
37249	8914984	22159360	35668496	8952233	31111593	66780089
37249	8914984	34603090	6701056	8952233	43555323	50256379
37249	8914984	2490386	50356288	8952233	11442619	61798907
37249	35129376	2121796	394768	35166625	37288421	37683189
37249	35129376	2121796	21103120	35166625	37288421	58391541
37249	35129376	2121796	25297936	35166625	37288421	62586357
37249	51511328	2121796	4524048	51548577	53670373	58194421
37249	2121796	1835552	25297936	2159045	3994597	29292533
38929	2121796	458888	1573664	2160725	2619613	4193277
16816129	16498	4849796	34930944	16832627	21682423	56613367
16816129	16498	458888	2630912	16832627	17291515	19922427
16816129	16498	458888	4719876	16832627	17291515	22011391
16816129	850	2121764	458888	16816979	18938743	19397631
16816129	850	2121764	1507456	16816979	18938743	20446199
16816129	8342	148008	34930944	16824471	16972479	51903423
16816129	4194642	2121764	458888	21010771	23132535	23591423
16816129	4718866	2121764	458888	21534995	23656759	24115647
16816129	4718866	2121796	458888	21534995	23656791	24115679
16816129	34078994	2121764	458888	50895123	53016887	53475775
16816129	34078994	2121796	458888	50895123	53016919	53475807
16816129	34226178	6291844	1320448	51042307	57334151	58654599
16816129	34226178	6291844	1376336	51042307	57334151	58710487
16816129	34226178	272128	1114320	51042307	51314435	52428755
16816129	540806	1376336	37757192	17356935	18733271	56490463
16816129	147590	1835552	37757192	16963719	18799271	56556463
16816129	8544258	6291844	1835552	25360387	31652231	33487783
16816129	8544258	6291844	1376336	25360387	31652231	33028567
16816129	8544258	1835552	4195716	25360387	27195939	31391655
16816129	8544258	1114320	4719876	25360387	26474707	31194583
16816129	8544258	1115396	4718768	25360387	26475783	31194551
16816129	8544258	34930944	4718768	25360387	60291331	65010099
16816129	4341770	2630912	1114320	21157899	23788811	24903131
16816129	4349954	524408	1115396	21166083	21690491	22805887
16816129	4349954	34930944	2621588	21166083	56097027	58718615
16816129	1573058	2121764	394768	18389187	20510951	20905719
16816129	1573058	263220	37757192	18389187	18652407	56409599
16816129	1573058	148008	33825028	18389187	18537195	52362223
16816129	1573058	132148	37757192	18389187	18521335	56278527
16816129	1573058	394768	37757192	18389187	18783955	56541147
16816129	1573058	280068	10494224	18389187	18669255	29163479
16816129	1573058	280068	37757192	18389187	18669255	56426447
16816129	1056906	4719876	35668496	17873035	22592911	58261407
16816129	1581066	35668496	4326660	18397195	54065691	58392351
16816129	1318978	6291844	148008	18135107	24426951	24574959
16816129	1318978	4849796	35668496	18135107	22984903	58653399
16816129	1318978	148008	4719876	18135107	18283115	23002991
16816129	1318978	4719876	35668496	18135107	22854983	58523479
16816129	1572998	131432	35668496	18389127	18520559	54189055
16816129	8404	148008	34930944	16824533	16972541	51903485
16816129	4456596	148008	2629952	21272725	21420733	24050685
16816129	6291844	1310762	140368	23107973	24418735	24559103
16816129	6291844	148008	1320000	23107973	23255981	24575981
16816129	6291844	148008	1646608	23107973	23255981	24902589
16816129	6291844	148008	1376336	23107973	23255981	24632317
16816129	6291844	148008	34603090	23107973	23255981	57859071
16816129	6291844	148008	34604050	23107973	23255981	57860031
16816129	6291844	410656	34603090	23107973	23518629	58121719
16816129	6291844	524408	1320448	23107973	23632381	24952829
16816129	6291844	1835552	140368	23107973	24943525	25083893
16816129	4211844	524408	34930944	21027973	21552381	56483325
16816129	4211844	1704032	10486034	21027973	22732005	33218039
16816129	4211844	9437720	2629952	21027973	30465693	33095645
16816129	4211844	1835552	10486034	21027973	22863525	33349559
16816129	4211844	1835552	10494224	21027973	22863525	33357749
16816129	1057924	148008	10486034	17874053	18022061	28508095
16816129	1057924	33964096	10486034	17874053	51838149	62324183
16816129	548932	458888	34604050	17365061	17823949	52427999
16816129	548932	458888	10486034	17365061	17823949	28309983
16816129	671780	1114320	37757192	17487909	18602229	56359421
16816129	156676	524408	34930944	16972805	17497213	52428157
16816129	4349956	1835552	10486034	21166085	23001637	33487671
16816129	4849796	270664	35668496	21665925	21936589	57605085
16816129	4849796	271624	35668496	21665925	21937549	57606045
16816129	4849796	1318984	35668496	21665925	22984909	58653405
16816129	4849796	1310762	35668496	21665925	22976687	58645183
16816129	4849796	270632	35668496	21665925	21936557	57605053
16816129	4849796	271648	35668496	21665925	21937573	57606069
16816129	4849796	8667184	1123584	21665925	30333109	31456693
16816129	4849796	1318952	35668496	21665925	22984877	58653373
16816129	4849796	1319968	2097944	21665925	22985893	25083837
16816129	4849796	1319968	35668496	21665925	22985893	58654389
16816129	4849796	271680	35668496	21665925	21937605	57606101
16816129	4849796	1320000	35668496	21665925	22985925	58654421
16816129	4849796	272128	34603090	21665925	21938053	56541143
16816129	4849796	9437720	33825088	21665925	31103645	64928733
16816129	4849796	1376520	35668496	21665925	23042445	58710941
16816129	4849796	1123584	35668496	21665925	22789509	58458005
16816129	4849796	1384704	35668496	21665925	23050629	58719125
16816129	4849796	1376514	35668496	21665925	23042439	58710935
16816129	4849796	9445664	35668496	21665925	31111589	66780085
16816129	1187912	4719876	35668496	18004041	22723917	58392413
16816129	1318984	4719876	35668496	18135113	22854989	58523485
16816129	8396946	131432	280068	25213075	25344507	25624575
16816129	8396946	148008	1115396	25213075	25361083	26476479
16816129	8396946	34210080	4473920	25213075	59423155	63897075
16816129	8396946	34210080	1311812	25213075	59423155	60734967
16816129	8396946	34210080	280068	25213075	59423155	59703223
16816129	8396946	148516	34930944	25213075	25361591	60292535
16816129	8396946	1311780	35799296	25213075	26524855	62324151
16816129	8396946	655712	280068	25213075	25868787	26148855
16816129	8396946	33964096	1115396	25213075	59177171	60292567
16816129	8396946	1704032	280068	25213075	26917107	27197175
16816129	8396946	1835552	4326660	25213075	27048627	31375287
16816129	8396946	1115396	6701056	25213075	26328471	33029527
16816129	2121764	4849744	34930944	18937893	23787637	58718581
16816129	2121764	458888	1574146	18937893	19396781	20970927
16816129	2121764	458888	34603090	18937893	19396781	53999871
16816129	2121764	458888	34604050	18937893	19396781	54000831
16816129	2121764	394768	4719040	18937893	19332661	24051701
16816129	2121764	1114320	9306368	18937893	20052213	29358581
16816129	2121764	1114320	4850944	18937893	20052213	24903157
16816129	2121764	4981056	34604050	18937893	23918949	58522999
16816129	2121764	4850944	34603090	18937893	23788837	58391927
16816129	2121764	34603090	4457856	18937893	53540983	57998839
16816129	2121764	34604050	4719040	18937893	53541943	58260983
16816129	1310762	4719876	35668496	18126891	22846767	58515263
16816129	1310762	4728064	35668496	18126891	22854955	58523451
16816129	1310762	35668496	4195716	18126891	53795387	57991103
16816129	1310762	35668496	4202944	18126891	53795387	57998331
16816129	1310762	35668496	4719040	18126891	53795387	58514427
16816129	1310762	35668496	4202884	18126891	53795387	57998271
16816129	1310762	35668496	4326660	18126891	53795387	58122047
16816129	1310762	35668496	4333888	18126891	53795387	58129275
16816129	1310762	2629952	4326420	18126891	20756843	25083263
16816129	263220	3801216	37757192	17079349	20880565	58637757
16816129	131432	280068	1646608	16947561	17227629	18874237
16816129	131432	1320448	2621588	16947561	18268009	20889597
16816129	1057120	458888	35668496	17873249	18332137	54000633
16816129	148008	525460	34930944	16964137	17489597	52420541
16816129	148008	2630912	1114320	16964137	19595049	20709369
16816129	148008	2630912	1376336	16964137	19595049	20971385
16816129	148008	2630912	34603090	16964137	19595049	54198139
16816129	148008	1646608	4195716	16964137	18610745	22806461
16816129	148008	1115396	2891792	16964137	18079533	20971325
16816129	148008	1123584	2621588	16964137	18087721	20709309
16816129	148008	34930944	2621588	16964137	51895081	54516669
16816129	148008	34930944	4202644	16964137	51895081	56097725
16816129	148008	5513280	2621588	16964137	22477417	25099005
16816129	148008	4728064	34603090	16964137	21692201	56295291
16816129	148008	4728064	3408064	16964137	21692201	25100265
16816129	148008	34603090	4195716	16964137	51567227	55762943
16816129	148008	34604050	4202944	16964137	51568187	55771131
16816129	148008	2621588	33825088	16964137	19585725	53410813
16816129	132148	1654912	37757192	16948277	18603189	56360381
16816129	132148	3408064	37757192	16948277	20356341	58113533
16816129	34210080	280068	1114320	51026209	51306277	52420597
16816129	148516	1114320	37757192	16964645	18078965	55836157
16816129	148516	3408064	37757192	16964645	20372709	58129901
16816129	1441888	4719876	35668496	18258017	22977893	58646389
16816129	1441888	35668496	4195716	18258017	53926513	58122229
16816129	1441952	4728064	35668496	18258081	22986145	58654641
16816129	1311780	35668496	4202944	18127909	53796405	57999349
16816129	1311780	35668496	4719040	18127909	53796405	58515445
16816129	1311780	35668496	4333888	18127909	53796405	58130293
16816129	1573216	458888	35668496	18389345	18848233	54516729
16816129	1318952	4719876	35668496	18135081	22854957	58523453
16816129	1057328	458888	4719876	17873457	18332345	23052221
16816129	1319968	35668496	4719040	18136097	53804593	58523633
16816129	2121796	458888	1573664	18937925	19396813	20970477
16816129	2121796	458888	34604050	18937925	19396813	54000863
16816129	2121796	394768	4718984	18937925	19332693	24051677
16816129	2121796	1376514	4718768	18937925	20314439	25033207
16816129	2121796	34930944	4718768	18937925	53868869	58587637
16816129	524408	287360	1115396	17340537	17627897	18743293
16816129	1704032	280068	10486034	18520161	18800229	29286263
16816129	1704032	280068	37757192	18520161	18800229	56557421
16816129	1704032	35668496	4195716	18520161	54188657	58384373
16816129	1704032	35668496	4457856	18520161	54188657	58646513
16816129	458888	1073668	10486034	17275017	18348685	28834719
16816129	458888	1049892	35668496	17275017	18324909	53993405
16816129	458888	2630912	34603090	17275017	19905929	54509019
16816129	458888	4719876	34603090	17275017	21994893	56597983
16816129	458888	4719876	35668496	17275017	21994893	57663389
16816129	458888	4728064	34603090	17275017	22003081	56606171
16816129	458888	4728064	35668496	17275017	22003081	57671577
16816129	458888	9445664	35668496	17275017	26720681	62389177
16816129	458888	5251392	35668496	17275017	22526409	58194905
16816129	4472992	2630912	34603090	21289121	23920033	58523123
16816129	280068	1114320	37757192	17096197	18210517	55967709
16816129	280068	3801216	37757192	17096197	20897413	58654605
16816129	280068	34603090	4719008	17096197	51699287	56418295
16816129	280068	10486034	5382208	17096197	27582231	32964439
16816129	1114320	672772	37757192	17930449	18603221	56360413
16816129	1507456	4719876	35668496	18323585	23043461	58711957
16816129	1507456	4728064	35668496	18323585	23051649	58720145
16816129	9175424	35668496	5382208	25991553	61660049	67042257
1087489	850	2121764	458888	1088339	3210103	3668991
1087489	4194642	2121764	458888	5282131	7403895	7862783
1087489	34078994	2121764	458888	35166483	37288247	37747135
1087489	4849796	271648	35668496	5937285	6208933	41877429
1087489	4849796	10486034	50356288	5937285	16423319	66779607
1087489	8396946	34210080	280068	9484435	43694515	43974583
1087489	2121796	458888	21495856	3209285	3668173	25164029
1087489	458888	16786692	35668496	1546377	18333069	54001565
1087489	458888	4719876	35668496	1546377	6266253	41934749
1087489	458888	4728064	35668496	1546377	6274441	41942937
1087489	458888	35668496	20972804	1546377	37214873	58187677
25202689	263190	148008	1646848	25465879	25613887	27260735
25202689	263190	148008	1581248	25465879	25613887	27195135
25202689	263190	148008	2629952	25465879	25613887	28243839
25202689	263190	148008	4202944	25465879	25613887	29816831
25202689	263190	10592	1654912	25465879	25476471	27131383
25202689	263190	10592	3801216	25465879	25476471	29277687
25202689	263190	26720	1769728	25465879	25492599	27262327
25202689	263190	26720	3801216	25465879	25492599	29293815
25202689	263190	4220960	3801216	25465879	29686839	33488055
25202689	263190	1058912	35799296	25465879	26524791	62324087
25202689	263190	671904	37757192	25465879	26137783	63894975
25202689	263190	34210080	1065664	25465879	59675959	60741623
25202689	263190	4343840	2629952	25465879	29809719	32439671
25202689	263190	1575072	35799296	25465879	27040951	62840247
25202689	263190	1575072	37757192	25465879	27040951	64798143
25202689	263190	35129376	4350016	25465879	60595255	64945271
25202689	263190	35129376	25408	25465879	60595255	60620663
25202689	263190	35129376	4202944	25465879	60595255	64798199
25202689	263190	35129376	4333888	25465879	60595255	64929143
25202689	263190	34605344	4735168	25465879	60071223	64806391
25202689	263190	33579328	3801216	25465879	59045207	62846423
25202689	263190	1704032	37757192	25465879	27169911	64927103
25202689	263190	25408	3801216	25465879	25491287	29292503
25202689	263190	1065664	37757192	25465879	26531543	64288735
25202689	263190	1654912	37757192	25465879	27120791	64877983
25202689	263190	1654912	4333888	25465879	27120791	31454679
25202689	263190	3801216	37757192	25465879	29267095	67024287
25202689	263190	3164224	37757192	25465879	28630103	66387295
25202689	1572886	4213792	458888	26775575	30989367	31448255
25202689	1572886	4220960	458888	26775575	30996535	31455423
25202689	16474	6291844	35129376	25219163	31511007	66640383
25202689	16474	6291844	1835552	25219163	31511007	33346559
25202689	16474	6291844	1320448	25219163	31511007	32831455
25202689	16474	6291844	35130368	25219163	31511007	66641375
25202689	16474	4849796	1123584	25219163	30068959	31192543
25202689	16474	4849796	34930944	25219163	30068959	64999903
25202689	16474	1320448	33556868	25219163	26539611	60096479
25202689	524594	2121796	458888	25727283	27849079	28307967
25202689	524594	2121796	1507456	25727283	27849079	29356535
25202689	524594	2121796	5246080	25727283	27849079	33095159
25202689	524594	1051716	6701056	25727283	26778999	33480055
25202689	524594	4473920	34611336	25727283	30201203	64812539
25202689	524594	280068	34611336	25727283	26007351	60618687
25202689	16498	6291844	1320448	25219187	31511031	32831479
25202689	16498	6291844	35130368	25219187	31511031	66641399
25202689	16498	6291844	1713152	25219187	31511031	33224183
25202689	16498	4849796	272128	25219187	30068983	30341111
25202689	16498	4849796	1320448	25219187	30068983	31389431
25202689	16498	4849796	1123584	25219187	30068983	31192567
25202689	16498	4849796	1384704	25219187	30068983	31453687
25202689	16498	4849796	34930944	25219187	30068983	64999927
25202689	16498	458888	1573636	25219187	25678075	27251711
25202689	16498	458888	35130368	25219187	25678075	60808443
25202689	16498	458888	2630912	25219187	25678075	28308987
25202689	16498	458888	4719876	25219187	25678075	30397951
25202689	16498	458888	4728064	25219187	25678075	30406139
25202689	16498	272128	3801216	25219187	25491315	29292531
25202689	16498	1320448	4718980	25219187	26539635	31258615
25202689	16498	1320448	33556868	25219187	26539635	60096503
25202689	16498	35130368	4202884	25219187	60349555	64552439
25202689	16498	1574020	37757192	25219187	26793207	64550399
25202689	16498	2630912	1507456	25219187	27850099	29357555
25202689	16498	1313796	37757192	25219187	26532983	64290175
25202689	16498	1507456	4719876	25219187	26726643	31446519
25202689	16498	1507456	4728064	25219187	26726643	31454707
25202689	16498	1507456	37757192	25219187	26726643	64483835
25202689	16498	3801216	37757192	25219187	29020403	66777595
25202689	16498	5246080	33825028	25219187	30465267	64290295
25202689	1179698	4473920	33556868	26382387	30856307	64413175
25202689	1179698	280068	2629952	26382387	26662455	29292407
25202689	1179698	280068	4719040	26382387	26662455	31381495
25202689	8530	4213792	458888	25211219	29425011	29883899
25202689	8530	4213792	1507456	25211219	29425011	30932467
25202689	8530	35129376	458888	25211219	60340595	60799483
25202689	8530	35129376	6701056	25211219	60340595	67041651
25202689	8530	458888	35130368	25211219	25670107	60800475
25202689	540754	6291844	1320448	25743443	32035287	33355735
25202689	540754	3364	458888	25743443	25746807	26205695
25202689	540754	1320448	33556868	25743443	27063891	60620759
25202689	1056850	4211844	34210080	26259539	30471383	64681463
25202689	1056850	148008	4719876	26259539	26407547	31127423
25202689	1056850	148008	33556868	26259539	26407547	59964415
25202689	1056850	3364	458888	26259539	26262903	26721791
25202689	1056850	4213792	458888	26259539	30473331	30932219
25202689	1056850	34210080	280068	26259539	60469619	60749687
25202689	1056850	34210080	4475392	26259539	60469619	64945011
25202689	1056850	458888	4719876	26259539	26718427	31438303
25202689	1572946	2121764	458888	26775635	28897399	29356287
25202689	1572946	4213792	458888	26775635	30989427	31448315
25202689	1572946	4220960	458888	26775635	30996595	31455483
25202689	1572946	458888	2116864	26775635	27234523	29351387
25202689	1572946	280068	37757192	26775635	27055703	64812895
25202689	850	25732	35129376	25203539	25229271	60358647
25202689	850	4211844	1706016	25203539	29415383	31121399
25202689	850	4211844	35129376	25203539	29415383	64544759
25202689	850	4211844	4063232	25203539	29415383	33478615
25202689	850	4472964	35129376	25203539	29676503	64805879
25202689	850	4472964	35130368	25203539	29676503	64806871
25202689	850	155780	35129376	25203539	25359319	60488695
25202689	850	155780	35130368	25203539	25359319	60489687
25202689	850	27652	1507456	25203539	25231191	26738647
25202689	850	4220932	458888	25203539	29424471	29883359
25202689	850	4220932	1507456	25203539	29424471	30931927
25202689	850	1059844	458888	25203539	26263383	26722271
25202689	850	155684	35130368	25203539	25359223	60489591
25202689	850	410628	35129376	25203539	25614167	60743543
25202689	850	417796	35129376	25203539	25621335	60750711
25202689	850	4349956	35129376	25203539	29553495	64682871
25202689	850	4349956	35130368	25203539	29553495	64683863
25202689	850	4603908	35129376	25203539	29807447	64936823
25202689	850	4603908	35130368	25203539	29807447	64937815
25202689	850	1712132	4213792	25203539	26915671	31129463
25202689	850	4849796	1059872	25203539	30053335	31113207
25202689	850	4849796	1313824	25203539	30053335	31367159
25202689	850	4849796	281632	25203539	30053335	30334967
25202689	850	4849796	1318952	25203539	30053335	31372287
25202689	850	4849796	1319968	25203539	30053335	31373303
25202689	850	4849796	1321984	25203539	30053335	31375319
25202689	850	4849796	34883584	25203539	30053335	64936919
25202689	850	4472968	35130368	25203539	29676507	64806875
25202689	850	279564	35129376	25203539	25483103	60612479
25202689	850	2121764	458888	25203539	27325303	27784191
25202689	850	2121764	1313920	25203539	27325303	28639223
25202689	850	2121764	1443968	25203539	27325303	28769271
25202689	850	2121764	35130368	25203539	27325303	62455671
25202689	850	2121764	1444864	25203539	27325303	28770167
25202689	850	2121764	1507456	25203539	27325303	28832759
25202689	850	2121764	1706112	25203539	27325303	29031415
25202689	850	2121764	5246080	25203539	27325303	32571383
25202689	850	19492	458888	25203539	25223031	25681919
25202689	850	19492	34611336	25203539	25223031	59834367
25202689	850	19492	1507456	25203539	25223031	26730487
25202689	850	19492	3801216	25203539	25223031	29024247
25202689	850	280612	3801216	25203539	25484151	29285367
25202689	850	4213792	458888	25203539	29417331	29876219
25202689	850	4213792	34611336	25203539	29417331	64028667
25202689	850	4213792	1507456	25203539	29417331	30924787
25202689	850	4213792	4063232	25203539	29417331	33480563
25202689	850	4213792	3801216	25203539	29417331	33218547
25202689	850	4220960	458888	25203539	29424499	29883387
25202689	850	4220960	1574020	25203539	29424499	30998519
25202689	850	4220960	1507456	25203539	29424499	30931955
25202689	850	4220960	3801216	25203539	29424499	33225715
25202689	850	4474912	3801216	25203539	29678451	33479667
25202689	850	1059872	458888	25203539	26263411	26722299
25202689	850	1059872	4866176	25203539	26263411	31129587
25202689	850	1059872	6701056	25203539	26263411	32964467
25202689	850	286880	35130368	25203539	25490419	60620787
25202689	850	281632	34611336	25203539	25485171	60096507
25202689	850	281632	3801216	25203539	25485171	29286387
25202689	850	148516	34611336	25203539	25352055	59963391
25202689	850	417824	35130368	25203539	25621363	60751731
25202689	850	409760	35130368	25203539	25613299	60743667
25202689	850	4343840	34611336	25203539	29547379	64158715
25202689	850	4349984	35130368	25203539	29553523	64683891
25202689	850	4349984	1574020	25203539	29553523	31127543
25202689	850	4603936	35130368	25203539	29807475	64937843
25202689	850	35129376	458888	25203539	60332915	60791803
25202689	850	35129376	279684	25203539	60332915	60612599
25202689	850	35129376	4473984	25203539	60332915	64806899
25202689	850	35129376	4482048	25203539	60332915	64814963
25202689	850	35129376	4219012	25203539	60332915	64551927
25202689	850	35129376	6701056	25203539	60332915	67033971
25202689	850	458888	35130368	25203539	25662427	60792795
25202689	850	35130368	4219012	25203539	60333907	64552919
25202689	850	35130368	6701056	25203539	60333907	67034963
25202689	850	281604	3801216	25203539	25485143	29286359
25202689	850	34611336	803844	25203539	59814875	60618719
25202689	2198	148008	2892032	25204887	25352895	28244927
25202689	2198	148008	2630912	25204887	25352895	27983807
25202689	2198	148008	1646848	25204887	25352895	26999743
25202689	2198	148008	34930944	25204887	25352895	60283839
25202689	2198	148008	2629952	25204887	25352895	27982847
25202689	2198	148008	33825088	25204887	25352895	59177983
25202689	2198	34210080	4472904	25204887	59414967	63887871
25202689	2198	34210080	4473920	25204887	59414967	63888887
25202689	2198	34210080	4481088	25204887	59414967	63896055
25202689	2198	34210080	1327680	25204887	59414967	60742647
25202689	2198	34210080	1320448	25204887	59414967	60735415
25202689	2198	34210080	4482048	25204887	59414967	63897015
25202689	2198	34210080	5513280	25204887	59414967	64928247
25202689	2198	409696	37757192	25204887	25614583	63371775
25202689	2198	4349984	34930944	25204887	29554871	64485815
25202689	2198	1441888	37757192	25204887	26646775	64403967
25202689	2198	33579328	1835552	25204887	58784215	60619767
25202689	2198	655712	1320448	25204887	25860599	27181047
