w1b	w2b	w3b	w4b	l2	l3	l4
263190	35129376	139592	25199105	35392566	35532158	60731263
263190	35129376	139592	21021184	35392566	35532158	56553342
263190	35129376	4350016	25199105	35392566	39742582	64941687
263190	35129376	4350016	16814848	35392566	39742582	56557430
263190	35129376	25199105	4202944	35392566	60591671	64794615
263190	35129376	25199105	4333888	35392566	60591671	64925559
263190	35129376	19005953	4247680	35392566	54398519	58646199
263190	35129376	16814848	4202689	35392566	52207414	56410103
263190	35129376	25408	4231297	35392566	35417974	39649271
263190	35129376	21021184	10617089	35392566	56413750	67030839
263190	35129376	2248712	20980032	35392566	37641278	58621310
263190	35129376	16822400	2228993	35392566	52214966	54443959
263190	35129376	25346048	4202944	35392566	60738614	64941558
263190	35129376	10617089	4247680	35392566	46009655	50257335
263190	35129376	19005704	4247680	35392566	54398270	58645950
263190	35129376	18882880	4247680	35392566	54275446	58523126
263190	51511328	8439936	2629952	51774518	60214454	62844406
263190	51511328	2629952	4247680	51774518	54404470	58652150
263190	34605344	25199105	4735168	34868534	60067639	64802807
263190	33579328	25199105	3801216	33842518	59041623	62842839
263190	534848	25199105	34607240	798038	25997143	60604383
263190	534848	21021184	34607240	798038	21819222	56426462
263190	1087552	19005953	37757192	1350742	20356695	58113887
263190	1087552	25837568	37757192	1350742	27188310	64945502
263190	16812224	1200640	37757192	17075414	18276054	56033246
263190	16812224	1573664	2248712	17075414	18649078	20897790
263190	16812224	9961985	37757192	17075414	27037399	64794591
263190	16812224	2248712	1646848	17075414	19324126	20970974
263190	16812224	2248712	9445664	17075414	19324126	28769790
263190	16812224	35139584	2228993	17075414	52214998	54443991
263190	16812224	3817472	37757192	17075414	20892886	58650078
263190	655457	21021184	34611336	918647	21939831	56551167
263190	655457	21021184	34607240	918647	21939831	56547071
263190	168001	17320448	37757192	431191	17751639	55508831
263190	19005505	8439936	37757192	19268695	27708631	65465823
263190	655712	25199105	34611336	918902	26118007	60729343
263190	655712	25199105	34607240	918902	26118007	60725247
263190	655712	20990464	34611336	918902	21909366	56520702
263190	655712	20990464	34607240	918902	21909366	56516606
263190	655712	21021184	34611336	918902	21940086	56551422
263190	655712	21021184	34607240	918902	21940086	56547326
263190	168256	17320448	34611336	431446	17751894	52363230
263190	663872	20990464	34607240	927062	21917526	56524766
263190	663872	21021184	34607240	927062	21948246	56555486
263190	164288	20990464	35139584	427478	21417942	56557526
263190	688448	20990464	34611336	951638	21942102	56553438
263190	688448	20990464	34607240	951638	21942102	56549342
263190	19021888	38945	37757192	19285078	19324023	57081215
263190	19021888	1120257	37757192	19285078	20405335	58162527
263190	19021888	1609856	37757192	19285078	20894934	58652126
263190	4343872	25199105	35139584	4607062	29806167	64945751
263190	4343872	25199105	34611336	4607062	29806167	64417503
263190	4343872	25199105	34607240	4607062	29806167	64413407
263190	4350016	25199105	34607240	4613206	29812311	64419551
263190	1704032	25199105	37757192	1967222	27166327	64923519
263190	1704032	16816256	37757192	1967222	18783478	56540670
263190	1704032	8439936	37757192	1967222	10407158	48164350
263190	1216576	17320448	37757192	1479766	18800214	56557406
263190	16941248	9961985	37757192	17204438	27166423	64923615
263190	1083584	19005953	37757192	1346774	20352727	58109919
263190	1083584	25837568	37757192	1346774	27184342	64941534
263190	25199105	526784	2248712	25462295	25989079	28237791
263190	25199105	2248712	532928	25462295	27711007	28243935
263190	25199105	2248712	1640704	25462295	27711007	29351711
263190	25199105	2248712	1646848	25462295	27711007	29357855
263190	25199105	2248712	1581248	25462295	27711007	29292255
263190	25199105	2248712	4719008	25462295	27711007	32430015
263190	25199105	2248712	4202944	25462295	27711007	31913951
263190	25199105	2248712	4719040	25462295	27711007	32430047
263190	25199105	35139584	4343816	25462295	60601879	64945695
263190	25199105	34611336	2244928	25462295	60073631	62318559
263190	25199105	1654912	37757192	25462295	27117207	64874399
263190	25199105	3801216	37757192	25462295	29263511	67020703
263190	25199105	3817472	37757192	25462295	29279767	67036959
263190	25199105	4851968	34607240	25462295	30314263	64921503
263190	25199105	2629952	4343816	25462295	28092247	32436063
263190	25199105	2629952	34607240	25462295	28092247	62699487
263190	25199105	3164224	4719008	25462295	28626519	33345527
263190	25199105	3164224	37757192	25462295	28626519	66383711
263190	25199105	4333888	34607240	25462295	29796183	64403423
263190	19005953	35139584	8439936	19269143	54408727	62848663
263190	19005953	34611336	8964096	19269143	53880479	62844575
263190	19005953	4735168	1089576	19269143	24004311	25093887
263190	19005953	1089576	4719040	19269143	20358719	25077759
263190	19005953	8439936	37757192	19269143	27709079	65466271
263190	19005953	8964096	37757192	19269143	28233239	65990431
263190	19005953	8964096	34607240	19269143	28233239	62840479
263190	17320448	1216640	37757192	17583638	18800278	56557470
263190	20990464	1216640	2629952	21253654	22470294	25100246
263190	20990464	2629952	34607240	21253654	23883606	58490846
263190	21021184	34611336	10617089	21284374	55895710	66512799
263190	21021184	2629952	34607240	21284374	23914326	58521566
263190	17863168	2629952	4325537	18126358	20756310	25081847
263190	17863168	2629952	4343816	18126358	20756310	25100126
263190	9961985	16816256	37757192	10225175	27041431	64798623
263190	21121024	2629952	34607240	21384214	24014166	58621406
263190	16816256	3817472	37757192	17079446	20896918	58654110
263190	35139584	8439936	2228993	35402774	43842710	46071703
263190	35139584	8439936	19005704	35402774	43842710	62848414
263190	34913	3801216	37757192	298103	4099319	41856511
263190	8439936	20578304	37757192	8703126	29281430	67038622
263190	8964096	18882880	34607240	9227286	28110166	62717406
263190	8964096	20980032	34607240	9227286	30207318	64814558
263190	8964096	4333888	34607240	9227286	13561174	48168414
263190	4376576	2629952	34607240	4639766	7269718	41876958
263190	4376576	18882880	34607240	4639766	23522646	58129886
263190	25346048	2629952	34607240	25609238	28239190	62846430
263190	4882688	25192448	34607240	5145878	30338326	64945566
16778262	271112	35129376	184448	17049374	52178750	52363198
16778262	577544	10592	1507456	17355806	17366398	18873854
16778262	1445896	8439936	2629952	18224158	26664094	29294046
16778262	3146056	8439936	33947681	19924318	28364254	62311935
16778262	3146056	376960	38275073	19924318	20301278	58576351
16778262	4200457	376960	2629952	20978719	21355679	23985631
16778262	4202569	34210080	376960	20980831	55190911	55567871
16778262	4202569	35129376	376960	20980831	56110207	56487167
16778262	4202569	1573664	376960	20980831	22554495	22931455
16778262	9439265	376960	2629952	26217527	26594487	29224439
16778262	131432	35139584	8439936	16909694	52049278	60489214
16778262	131432	35139584	376960	16909694	52049278	52426238
16778262	131432	376960	38275073	16909694	17286654	55561727
16778262	9470240	2637889	458888	26248502	28886391	29345279
16778262	9470240	33579073	458888	26248502	59827575	60286463
16778262	9470240	458888	34099201	26248502	26707390	60806591
16778262	9470240	458888	4726849	26248502	26707390	31434239
16778262	9470240	458888	38275073	26248502	26707390	64982463
16778262	148008	534848	5279872	16926270	17461118	22740990
16778262	148008	1083584	2892032	16926270	18009854	20901886
16778262	148008	1083584	34349312	16926270	18009854	52359166
16778262	148008	2892032	5279872	16926270	19818302	25098174
16778262	148008	1126401	557504	16926270	18052671	18610175
16778262	148008	1126401	9175424	16926270	18052671	27228095
16778262	148008	1126401	34373888	16926270	18052671	52426559
16778262	148008	1126401	4719040	16926270	18052671	22771711
16778262	148008	35139584	2392193	16926270	52065854	54458047
16778262	148008	35139584	4456896	16926270	52065854	56522750
16778262	148008	35139584	4458880	16926270	52065854	56524734
16778262	148008	1120257	2629952	16926270	18046527	20676479
16778262	148008	1640704	2396161	16926270	18566974	20963135
16778262	148008	1646848	2396161	16926270	18573118	20969279
16778262	148008	5570561	2629952	16926270	22496831	25126783
16778262	148008	34930944	4726849	16926270	51857214	56584063
16778262	148008	2396161	4719040	16926270	19322431	24041471
16778262	148008	2629952	5279872	16926270	19556222	24836094
16778262	4204577	2248712	34930944	20982839	23231551	58162495
16778262	8914984	33579073	1507456	25693246	59272319	60779775
16778262	8914984	33579328	2392193	25693246	59272574	61664767
16778262	8914984	33579328	1507456	25693246	59272574	60780030
16778262	8914984	33579328	5279872	25693246	59272574	64552446
16778262	8914984	155968	5279872	25693246	25849214	31129086
16778262	8914984	33575232	2392193	25693246	59268478	61660671
16778262	8914984	33575232	1507456	25693246	59268478	60775934
16778262	8914984	33575232	5570561	25693246	59268478	64839039
16778262	8914984	33575232	3571712	25693246	59268478	62840190
16778262	8914984	4481088	200961	25693246	30174334	30375295
16778262	8914984	168001	34930944	25693246	25861247	60792191
16778262	8914984	168256	287360	25693246	25861502	26148862
16778262	8914984	168256	5570561	25693246	25861502	31432063
16778262	8914984	164288	3174400	25693246	25857534	29031934
16778262	8914984	33964096	1126401	25693246	59657342	60783743
16778262	8914984	33964096	4231297	25693246	59657342	63888639
16778262	8914984	33964096	5279872	25693246	59657342	64937214
16778262	8914984	4350016	1409280	25693246	30043262	31452542
16778262	8914984	4350016	34930944	25693246	30043262	64974206
16778262	8914984	4350016	2396161	25693246	30043262	32439423
16778262	8914984	4603968	34644224	25693246	30297214	64941438
16778262	8914984	1216576	287360	25693246	26909822	27197182
16778262	8914984	1057345	376960	25693246	26750591	27127551
16778262	8914984	152065	34930944	25693246	25845311	60776255
16778262	8914984	25408	1216640	25693246	25718654	26935294
16778262	8914984	25408	1507456	25693246	25718654	27226110
16778262	8914984	25408	3571712	25693246	25718654	29290366
16778262	8914984	25408	5279872	25693246	25718654	30998526
16778262	8914984	1057600	376960	25693246	26750846	27127806
16778262	8914984	1057600	6701056	25693246	26750846	33451902
16778262	8914984	1057600	4505728	25693246	26750846	31256574
16778262	8914984	25217	34930944	25693246	25718463	60649407
16778262	8914984	287360	200961	25693246	25980606	26181567
16778262	8914984	1200640	4456896	25693246	26893886	31350782
16778262	8914984	1200640	4202944	25693246	26893886	31096830
16778262	8914984	1200640	4489600	25693246	26893886	31383486
16778262	8914984	1065664	200961	25693246	26758910	26959871
16778262	8914984	1065664	2494720	25693246	26758910	29253630
16778262	8914984	1065664	2396161	25693246	26758910	29155071
16778262	8914984	1204736	4489600	25693246	26897982	31387582
16778262	8914984	3146497	376960	25693246	28839743	29216703
16778262	8914984	1126401	35799296	25693246	26819647	62618943
16778262	8914984	1126401	6701056	25693246	26819647	33520703
16778262	8914984	1126401	4489600	25693246	26819647	31309247
16778262	8914984	28992	1507456	25693246	25722238	27229694
16778262	8914984	4223232	1507456	25693246	29916478	31423934
16778262	8914984	4223232	3571712	25693246	29916478	33488190
16778262	8914984	4223232	3408064	25693246	29916478	33324542
16778262	8914984	200961	319552	25693246	25894207	26213759
16778262	8914984	2494720	34619584	25693246	28187966	62807550
16778262	8914984	2494720	5259456	25693246	28187966	33447422
16778262	8914984	184448	1384704	25693246	25877694	27262398
16778262	8914984	184448	34930944	25693246	25877694	60808638
16778262	8914984	1355776	35799296	25693246	27049022	62848318
16778262	8914984	34619584	4366337	25693246	60312830	64679167
16778262	8914984	34619584	2228993	25693246	60312830	62541823
16778262	8914984	34619584	2396161	25693246	60312830	62708991
16778262	8914984	34619584	2134273	25693246	60312830	62447103
16778262	8914984	34619584	4362241	25693246	60312830	64675071
16778262	8914984	4219200	1507456	25693246	29912446	31419902
16778262	8914984	4219200	3571712	25693246	29912446	33484158
16778262	8914984	172097	34930944	25693246	25865343	60796287
16778262	8914984	4366337	34930944	25693246	30059583	64990527
16778262	8914984	4366337	3408064	25693246	30059583	33467647
16778262	8914984	188480	5570561	25693246	25881726	31452287
16778262	8914984	188480	34930944	25693246	25881726	60812670
16778262	8914984	376960	2228993	25693246	26070206	28299199
16778262	8914984	376960	5251392	25693246	26070206	31321598
16778262	8914984	376960	3158272	25693246	26070206	29228478
16778262	8914984	376960	37880065	25693246	26070206	63950271
16778262	8914984	376960	4333888	25693246	26070206	30404094
16778262	8914984	376960	5382208	25693246	26070206	31452414
16778262	8914984	376960	33562945	25693246	26070206	59633151
16778262	8914984	1384704	4247680	25693246	27077950	31325630
16778262	8914984	1384704	4362241	25693246	27077950	31440191
16778262	8914984	1409280	4202689	25693246	27102526	31305215
16778262	8914984	1507456	2134273	25693246	27200702	29334975
16778262	8914984	1507584	4247680	25693246	27200830	31448510
16778262	8914984	34754560	4456896	25693246	60447806	64904702
16778262	8914984	34754560	4202944	25693246	60447806	64650750
16778262	8914984	4460673	35799296	25693246	30153919	65953215
16778262	8914984	34930944	4231297	25693246	60624190	64855487
16778262	8914984	34930944	4202689	25693246	60624190	64826879
16778262	8914984	34930944	4247680	25693246	60624190	64871870
16778262	8914984	34930944	4362241	25693246	60624190	64986431
16778262	8914984	3571712	4202944	25693246	29264958	33467902
16778262	8914984	4493313	35799296	25693246	30186559	65985855
16778262	8914984	5513280	2134273	25693246	31206526	33340799
16778262	8914984	1089920	6701056	25693246	26783166	33484222
16778262	8914984	34644224	6701056	25693246	60337470	67038526
16778262	8914984	2396161	5382208	25693246	28089407	33471615
16778262	8914984	2367553	4247680	25693246	28060799	32308479
16778262	8914984	2367553	5279872	25693246	28060799	33340671
16778262	8914984	2244928	5279872	25693246	27938174	33218046
16778262	8914984	2253056	5279872	25693246	27946302	33226174
16778262	8914984	35799296	4231297	25693246	61492542	65723839
16778262	8914984	35799296	5279872	25693246	61492542	66772414
16778262	8914984	35799041	5279872	25693246	61492287	66772159
16778262	8914984	3408064	37880065	25693246	29101310	66981375
16778262	39200	458888	4726849	16817462	17276350	22003199
16778262	10592	458888	9961985	16788854	17247742	27209727
16778262	10592	458888	34127873	16788854	17247742	51375615
16778262	10592	458888	13664257	16788854	17247742	30911999
16778262	26720	458888	9474304	16804982	17263870	26738174
16778262	26720	458888	5800192	16804982	17263870	23064062
16778262	26720	458888	13664257	16804982	17263870	30928127
16778262	26720	4882688	34607240	16804982	21687670	56294910
16778262	313376	3801216	37757192	17091638	20892854	58650046
16778262	4220960	458888	1609984	20999222	21458110	23068094
16778262	4220960	458888	9961985	20999222	21458110	31420095
16778262	4220960	458888	9474304	20999222	21458110	30932414
16778262	4474912	2629952	34607240	21253174	23883126	58490366
16778262	1087520	2637889	458888	17865782	20503671	20962559
16778262	1087520	33579073	458888	17865782	51444855	51903743
16778262	1087520	33579328	458888	17865782	51445110	51903998
16778262	1087520	458888	25408	17865782	18324670	18350078
16778262	1087520	458888	4219200	17865782	18324670	22543870
16778262	1087520	458888	38273281	17865782	18324670	56597951
16778262	1087520	458888	4726849	17865782	18324670	23051519
16778262	1087520	458888	2629952	17865782	18324670	20954622
16778262	1058912	458888	2670848	17837174	18296062	20966910
16778262	1058912	458888	2642176	17837174	18296062	20938238
16778262	1058912	2248712	34373888	17837174	20085886	54459774
16778262	1058912	2248712	4751744	17837174	20085886	24837630
16778262	1058912	376960	2228993	17837174	18214134	20443127
16778262	1706016	376960	37757192	18484278	18861238	56618430
16778262	575520	458888	3158272	17353782	17812670	20970942
16778262	575520	3408064	37757192	17353782	20761846	58519038
16778262	4333601	8439936	34930944	21111863	29551799	64482743
16778262	34210080	1087552	287360	50988342	52075894	52363254
16778262	34210080	1057345	8439936	50988342	52045687	60485623
16778262	34210080	1057345	376960	50988342	52045687	52422647
16778262	34210080	287360	1120257	50988342	51275702	52395959
16778262	4343840	2629952	34607240	21122102	23752054	58359294
16778262	1441888	8439936	37757192	18220150	26660086	64417278
16778262	1216544	2902016	37757192	17994806	20896822	58654014
16778262	35129376	57664	458888	51907638	51965302	52424190
16778262	35129376	458888	25408	51907638	52366526	52391934
16778262	35129376	458888	28992	51907638	52366526	52395518
16778262	35129376	458888	4223232	51907638	52366526	56589758
16778262	35129376	458888	4219200	51907638	52366526	56585726
16778262	35129376	458888	2134273	51907638	52366526	54500799
16778262	35129376	2248712	4456896	51907638	54156350	58613246
16778262	35129376	376960	2228993	51907638	52284598	54513591
16778262	35129376	376960	2101513	51907638	52284598	54386111
16778262	35129376	376960	4333888	51907638	52284598	56618486
16778262	35129376	2367553	4247680	51907638	54275191	58522871
16778262	33579328	458888	9961985	50357590	50816478	60778463
16778262	33575232	458888	9961985	50353494	50812382	60774367
16778262	33575232	458888	13639681	50353494	50812382	64452063
16778262	22848	458888	9961985	16801110	17259998	27221983
16778262	1087552	458888	549632	17865814	18324702	18874334
16778262	1087552	458888	8937728	17865814	18324702	27262430
16778262	24928	458888	9961985	16803190	17262078	27224063
16778262	168256	34611336	2902016	16946518	51557854	54459870
16778262	1704032	8439936	37757192	18482294	26922230	64679422
16778262	1704032	2392193	37757192	18482294	20874487	58631679
16778262	1704032	376960	37757192	18482294	18859254	56616446
16778262	1704032	2396161	37757192	18482294	20878455	58635647
16778262	1216576	2902016	37757192	17994838	20896854	58654046
16778262	1065792	458888	38275073	17844054	18302942	56578015
16778262	1057345	458888	8964096	17835607	18294495	27258591
16778262	458888	25408	38275073	17237150	17262558	55537631
16778262	458888	1057600	8964096	17237150	18294750	27258846
16778262	458888	1057600	38275073	17237150	18294750	56569823
16778262	458888	9961985	4219200	17237150	27199135	31418335
16778262	458888	38945	2629952	17237150	17276095	19906047
16778262	458888	35139584	8440064	17237150	52376734	60816798
16778262	458888	35139584	34913	17237150	52376734	52411647
16778262	458888	8964096	5251392	17237150	26201246	31452638
16778262	458888	8964096	3158272	17237150	26201246	29359518
16778262	458888	13664257	2629952	17237150	30901407	33531359
16778262	458888	2629952	5261344	17237150	19867102	25128446
16778262	458888	3158272	38275073	17237150	20395422	58670495
16778262	1057600	376960	38275073	17835862	18212822	56487895
16778262	1835552	137281	37757192	18613814	18751095	56508287
16778262	1835552	2248712	4202944	18613814	20862526	25065470
16778262	1835552	8439936	37757192	18613814	27053750	64810942
16778262	1835552	8439936	4333888	18613814	27053750	31387638
16778262	1051201	376960	37757192	17829463	18206423	55963615
16778262	38945	4735168	34930944	16817207	21552375	56483319
16778262	38945	1654912	37757192	16817207	18472119	56229311
16778262	38945	1507456	2629952	16817207	18324663	20954615
16778262	38945	3408064	37757192	16817207	20225271	57982463
16778262	2248712	34913	34930944	19026974	19061887	53992831
16778262	2248712	34930944	4726849	19026974	53957918	58684767
16778262	35139584	376960	2097449	51917846	52294806	54392255
16778262	1216640	281096	2629952	17994902	18275998	20905950
16778262	34611336	34913	6701056	51389598	51424511	58125567
16778262	34913	1507456	37757192	16813175	18320631	56077823
16778262	34913	3801216	37757192	16813175	20614391	58371583
16778262	34913	6701056	34607240	16813175	23514231	58121471
16778262	8964096	1507456	37757192	25742358	27249814	65007006
16778262	8964096	3408064	37757192	25742358	29150422	66907614
16778262	8964096	4333888	34607240	25742358	30076246	64683486
16778262	4507648	2629952	34607240	21285910	23915862	58523102
16778262	442400	2629952	34607240	17220662	19850614	54457854
16778262	4376576	2629952	34607240	21154838	23784790	58392030
16778262	376960	3277064	38275073	17155222	20432286	58707359
16778262	376960	9445664	38275073	17155222	26600886	64875959
16778262	281096	2629952	5279872	17059358	19689310	24969182
16908310	4472968	1087520	2629952	21381278	22468798	25098750
16908310	524744	4220960	1348096	17433054	21654014	23002110
16908310	270664	35129376	4247680	17178974	52308350	56556030
16908310	271112	35129376	4247680	17179422	52308798	56556478
16908310	4202569	35129376	376960	21110879	56240255	56617215
16908310	8914984	33579328	1347712	25823294	59402622	60750334
16908310	8914984	33579328	1348096	25823294	59402622	60750718
16908310	8914984	33579328	5279872	25823294	59402622	64682494
16908310	8914984	33575232	5309441	25823294	59398526	64707967
16908310	8914984	33575232	5570561	25823294	59398526	64969087
16908310	8914984	4481088	34604416	25823294	30304382	64908798
16908310	8914984	1057345	376960	25823294	26880639	27257599
16908310	8914984	25024	1348096	25823294	25848318	27196414
16908310	8914984	1347712	4219200	25823294	27171006	31390206
16908310	8914984	25408	1380353	25823294	25848702	27229055
16908310	8914984	25408	5570561	25823294	25848702	31419263
16908310	8914984	25408	5279872	25823294	25848702	31128574
16908310	8914984	1057600	376960	25823294	26880894	27257854
16908310	8914984	1057600	4505728	25823294	26880894	31386622
16908310	8914984	272128	34619584	25823294	26095422	60715006
16908310	8914984	272128	4247680	25823294	26095422	30343102
16908310	8914984	272128	5279872	25823294	26095422	31375294
16908310	8914984	287488	5279872	25823294	26110782	31390654
16908310	8914984	1348096	4219200	25823294	27171390	31390590
16908310	8914984	1348096	4202944	25823294	27171390	31374334
16908310	8914984	1320448	4247680	25823294	27143742	31391422
16908310	8914984	3146497	376960	25823294	28969791	29346751
16908310	8914984	4223232	3408064	25823294	30046526	33454590
16908310	8914984	1054464	376960	25823294	26877758	27254718
16908310	8914984	3174400	4489600	25823294	28997694	33487294
16908310	8914984	34619584	2396161	25823294	60442878	62839039
16908310	8914984	376960	5251392	25823294	26200254	31451646
16908310	8914984	376960	3158272	25823294	26200254	29358526
16908310	8914984	1376321	4247680	25823294	27199615	31447295
16908310	8914984	1123584	4247680	25823294	26946878	31194558
16908310	8914984	1123584	4505728	25823294	26946878	31452606
16908310	8914984	1384704	4247680	25823294	27207998	31455678
16908310	8914984	33841408	5279872	25823294	59664702	64944574
16908310	8914984	34930944	4231297	25823294	60754238	64985535
16908310	8914984	34930944	4202689	25823294	60754238	64956927
16908310	8914984	34930944	4247680	25823294	60754238	65001918
16908310	8914984	4231297	33825088	25823294	30054591	63879679
16908310	8914984	4247680	33825088	25823294	30070974	63896062
16908310	8914984	5279872	33825088	25823294	31103166	64928254
16908310	10592	9961985	376960	16918902	26880887	27257847
16908310	313376	2629952	34607240	17221686	19851638	54458878
16908310	4474912	2629952	34607240	21383222	24013174	58620414
16908310	575520	3408064	37757192	17483830	20891894	58649086
16908310	35129376	272128	4247680	52037686	52309814	56557494
16908310	272128	8964096	34607240	17180438	26144534	60751774
16908310	4475392	2630912	34607240	21383702	24014614	58621854
16908310	4475392	2629952	34607240	21383702	24013654	58620894
16908310	1835552	8439936	37757192	18743862	27183798	64940990
16908310	9961985	376960	37757192	26870295	27247255	65004447
16908310	2630912	281096	5279872	19539222	19820318	25100190
16908310	34913	1654912	37757192	16943223	18598135	56355327
16908310	8439936	5309441	2629952	25348246	30657687	33287639
16908310	8964096	4464960	34607240	25872406	30337366	64944606
16908310	8964096	3408064	37757192	25872406	29280470	67037662
16908310	4507648	2629952	34607240	21415958	24045910	58653150
16908310	281096	2629952	5279872	17189406	19819358	25099230
1572886	148008	16816256	33825088	1720894	18537150	52362238
1572886	4204577	458888	16814848	5777463	6236351	23051199
1572886	39200	458888	50356288	1612086	2070974	52427262
1572886	10592	458888	25199105	1583478	2042366	27241471
1572886	10592	458888	21021184	1583478	2042366	23063550
1572886	26720	458888	16814848	1599606	2058494	18873342
1572886	4213792	16814400	458888	5786678	22601078	23059966
1572886	4213792	458888	25199105	5786678	6245566	31444671
1572886	4213792	458888	16814848	5786678	6245566	23060414
1572886	4213792	458888	16789824	5786678	6245566	23035390
1572886	4220960	16814400	458888	5793846	22608246	23067134
1572886	4220960	458888	25199105	5793846	6252734	31451839
1572886	4220960	458888	16814848	5793846	6252734	23067582
1572886	33575232	458888	25199105	35148118	35607006	60806111
1572886	11584	458888	21021184	1584470	2043358	23064542
1572886	24928	458888	25199105	1597814	2056702	27255807
1572886	458888	21021184	33555745	2031774	23052958	56608703
1572886	19005953	8439936	37757192	20578839	29018775	66775967
4378	2121764	16812224	5309441	2126142	18938366	24247807
4378	2121764	16941248	35130368	2126142	19067390	54197758
4378	2121764	16941248	5309441	2126142	19067390	24376831
4378	35129376	16941248	4482048	35133754	52075002	56557050
4378	35129376	16778757	376960	35133754	51912511	52289471
33050	2121764	17567872	5309441	2154814	19722686	25032127
33050	2121796	1507456	38275073	2154846	3662302	41937375
16474	6291844	1059872	25199105	6308318	7368190	32567295
16474	6291844	35129376	25199105	6308318	41437694	66636799
16474	6291844	25199105	35130368	6308318	31507423	66637791
16474	6291844	25199105	35139584	6308318	31507423	66647007
16474	1057924	34210080	25199105	1074398	35284478	60483583
16474	4849796	34605344	25199105	4866270	39471614	64670719
16474	4849796	25199105	1123584	4866270	30065375	31188959
16474	4849796	25199105	34930944	4866270	30065375	64996319
16474	4849796	1348096	25169152	4866270	6214366	31383518
16474	196897	35130368	16822400	213371	35343739	52166139
16474	33693729	1348096	4719876	33710203	35058299	39778175
16474	33693729	16816256	1115396	33710203	50526459	51641855
16474	34210080	1320448	16816256	34226554	35547002	52363258
16474	34210080	16816256	5309441	34226554	51042810	56352251
16474	34210080	16822400	5309441	34226554	51048954	56358395
16474	35129376	25199105	4195716	35145850	60344955	64540671
16474	35129376	25199105	4457856	35145850	60344955	64802811
16474	35129376	2396161	4195716	35145850	37542011	41737727
16474	51511328	4719876	2396161	51527802	56247678	58643839
16474	25199105	35130368	2494720	25215579	60345947	62840667
16474	25199105	35139584	4195716	25215579	60355163	64550879
16474	25199105	35139584	4197760	25215579	60355163	64552923
16474	25199105	35139584	4326660	25215579	60355163	64681823
16474	25199105	1507456	4719876	25215579	26723035	31442911
8243	458888	17863168	4719876	467131	18330299	23050175
524594	1059844	458888	25199105	1584438	2043326	27242431
524594	1059844	458888	21021184	1584438	2043326	23064510
524594	2121796	458888	25199105	2646390	3105278	28304383
524594	2121796	458888	17863168	2646390	3105278	20968446
524594	2121796	458888	54528001	2646390	3105278	57633279
524594	2121796	458888	17864704	2646390	3105278	20969982
524594	2121796	458888	13664257	2646390	3105278	16769535
524594	2121796	25199105	1507456	2646390	27845495	29352951
524594	2121796	25199105	5246080	2646390	27845495	33091575
524594	2121796	25199105	34607240	2646390	27845495	62452735
524594	3141	458888	17863168	527735	986623	18849791
524594	1051716	458888	25199105	1576310	2035198	27234303
524594	1051716	458888	21021184	1576310	2035198	23056382
524594	1051716	19005953	376960	1576310	20582263	20959223
524594	1087552	458888	20997120	1612146	2071034	23068154
524594	16812224	1320448	2248712	17336818	18657266	20905978
524594	16812224	2248712	1115141	17336818	19585530	20700671
524594	16812224	2248712	5309441	17336818	19585530	24894971
524594	4473920	25199105	34611336	4998514	30197619	64808955
524594	4473920	25199105	34607240	4998514	30197619	64804859
524594	458888	25199105	3174400	983482	26182587	29356987
524594	458888	25199105	3164224	983482	26182587	29346811
524594	458888	17863168	27712	983482	18846650	18874362
524594	458888	13664257	50356288	983482	14647739	65004027
16498	25167877	458888	35139584	25184375	25643263	60782847
16498	16814085	458888	35130368	16830583	17289471	52419839
16498	2099461	458888	17863168	2115959	2574847	20438015
16498	3149829	458888	50341120	3166327	3625215	53966335
16498	20972549	458888	35139584	20989047	21447935	56587519
16498	20972549	458888	9449728	20989047	21447935	30897663
16498	132484	25199105	35139584	148982	25348087	60487671
16498	6291844	1188872	25199105	6308342	7497214	32696319
16498	6291844	25199105	35130368	6308342	31507447	66637815
16498	6291844	25199105	1190912	6308342	31507447	32698359
16498	6291844	25199105	35139584	6308342	31507447	66647031
16498	6291844	25199105	1446912	6308342	31507447	32954359
16498	6291844	25199105	1844224	6308342	31507447	33351671
16498	6291844	1348096	50340865	6308342	7656438	57997303
16498	1314948	25199105	37757192	1331446	26530551	64287743
16498	1181828	25199105	37757192	1198326	26397431	64154623
16498	1183876	25199105	2630912	1200374	26399479	29030391
16498	18876421	458888	9474304	18892919	19351807	28826111
16498	4197381	458888	17863168	4213879	4672767	22535935
16498	4197381	458888	35139584	4213879	4672767	39812351
16498	4197381	19038464	34607240	4213879	23252343	57859583
16498	11524	458888	25199105	28022	486910	25686015
16498	11524	25199105	1507456	28022	25227127	26734583
16498	1087492	458888	2630912	1103990	1562878	4193790
16498	1087492	458888	4728064	1103990	1562878	6290942
16498	1059844	458888	25199105	1076342	1535230	26734335
16498	4849796	25199105	1376520	4866294	30065399	31441919
16498	4849796	25199105	1123584	4866294	30065399	31188983
16498	4849796	25199105	1384704	4866294	30065399	31450103
16498	4849796	25199105	34930944	4866294	30065399	64996343
16498	4849796	25199105	3158272	4866294	30065399	33223671
16498	4849796	1348096	25169152	4866294	6214390	31383542
16498	4849796	1348096	18884864	4866294	6214390	25099254
16498	4849796	1348096	50341120	4866294	6214390	56555510
16498	4849796	25169152	1126401	4866294	30035446	31161847
16498	4849796	34930944	18880513	4866294	39797238	58677751
