w1	w2	l2
1312786	37757192	39069978
1312786	50344192	51656978
1574930	33554725	35129655
1574930	6291844	7866774
1574930	16797732	18372662
1574930	155684	1730614
1574930	16786696	18361626
1574930	25182472	26757402
1574930	4326409	5901339
1574930	19021832	20596762
1574930	4325417	5900347
1574930	16785445	18360375
1574930	2121764	3696694
1574930	148008	1722938
1574930	4349984	5924914
1574930	2121796	3696726
1574930	4473920	6048850
1574930	33964096	35539026
1574930	19021888	20596818
1574930	458888	2033818
1574930	20988040	22562970
1574930	17925	1592855
1574930	16778757	18353687
1574930	25199105	26774035
1574930	19005953	20580883
1574930	50332417	51907347
1574930	287360	1862290
1574930	2248712	3823642
1574930	2392193	3967123
1574930	376960	1951890
1574930	19152900	20727830
1574930	21238016	22812946
1574930	21266688	22841618
1574930	2396161	3971091
1574930	10617089	12192019
1574930	2097449	3672379
1574930	18875137	20450067
1574930	4195617	5770547
1574930	4460928	6035858
1574930	4202944	5777874
1574930	4505728	6080658
1574930	21120000	22694930
1574930	21241864	22816794
1574930	50344192	51919122
17827858	33554725	51382583
17827858	8413189	26241047
17827858	6291844	24119702
17827858	53380	17881238
17827858	4211844	22039702
17827858	278820	18106678
17827858	53260	17881118
17827858	577540	18405398
17827858	155684	17983542
17827858	2113804	19941662
17827858	4849796	22677654
17827858	545028	18372886
17827858	24968	17852826
17827858	278796	18106654
17827858	2638088	20465946
17827858	2121764	19949622
17827858	301	17828159
17827858	278824	18106682
17827858	148008	17975866
17827858	286880	18114738
17827858	282912	18110770
17827858	409760	18237618
17827858	4349984	22177842
17827858	2637889	20465747
17827858	2121796	19949654
17827858	33554881	51382739
17827858	33575232	51403090
17827858	4473920	22301778
17827858	33554849	51382707
17827858	458888	18286746
17827858	131969	17959827
17827858	25024	17852882
17827858	286912	18114770
17827858	311680	18139538
17827858	4472992	22300850
17827858	577792	18405650
17827858	524933	18352791
17827858	526081	18353939
17827858	280068	18107926
17827858	287360	18115218
17827858	279424	18107282
17827858	2622593	20450451
17827858	4457729	22285587
17827858	2630912	20458770
17827858	4389	17832247
17827858	20776	17848634
17827858	4214916	22042774
17827858	4219012	22046870
17827858	180608	18008466
17827858	4219200	22047058
17827858	2130185	19958043
17827858	557504	18385362
17827858	58624	17886482
17827858	2392193	20220051
17827858	376960	18204818
17827858	156032	17983890
17827858	9175424	27003282
17827858	38011137	55838995
17827858	4981024	22808882
17827858	4465920	22293778
17827858	4718980	22546838
17827858	38273281	56101139
17827858	573824	18401682
17827858	8929540	26757398
17827858	8937728	26765586
17827858	4728064	22555922
17827858	2396161	20224019
17827858	2621701	20449559
17827858	2097449	19925307
17827858	35799296	53627154
17827858	2375944	20203802
17827858	2642176	20470034
17827858	4456737	22284595
17827858	4195713	22023571
17827858	4195617	22023475
17827858	4195716	22023574
17827858	4719008	22546866
17827858	4460928	22288786
17827858	4202944	22030802
17827858	4489600	22317458
17827858	4751744	22579602
17827858	4457856	22285714
17827858	4202884	22030742
17827858	37757192	55585050
17827858	4456833	22284691
17827858	33571969	51399827
1054738	33554725	34609463
1054738	16793637	17848375
1054738	20979717	22034455
1054738	50331781	51386519
1054738	6291844	7346582
1054738	16794756	17849494
1054738	4211844	5266582
1054738	155684	1210422
1054738	16802820	17857558
1054738	17063940	18118678
1054738	548932	1603670
1054738	2121988	3176726
1054738	671780	1726518
1054738	4349956	5404694
1054738	4849796	5904534
1054738	17465348	18520086
1054738	132488	1187226
1054738	25182472	26237210
1054738	271112	1325850
1054738	20996104	22050842
1054738	4326409	5381147
1054738	17432712	18487450
1054738	540709	1595447
1054738	2244641	3299379
1054738	131237	1185975
1054738	2121764	3176502
1054738	131432	1186170
1054738	17039776	18094514
1054738	148008	1202746
1054738	286880	1341618
1054738	811040	1865778
1054738	410656	1465394
1054738	16925728	17980466
1054738	671904	1726642
1054738	540836	1595574
1054738	33693729	34748467
1054738	2121796	3176534
1054738	4473920	5528658
1054738	33964096	35018834
1054738	905	1055643
1054738	33554849	34609587
1054738	458888	1513626
1054738	16932992	17987730
1054738	20988040	22042778
1054738	4472992	5527730
1054738	16924808	17979546
1054738	16793992	17848730
1054738	18899200	19953938
1054738	524933	1579671
1054738	263685	1318423
1054738	25199105	26253843
1054738	280068	1334806
1054738	25217	1079955
1054738	287360	1342098
1054738	287488	1342226
1054738	549632	1604370
1054738	312064	1366802
1054738	33555745	34610483
1054738	9985	1064723
1054738	18049	1072787
1054738	2622593	3677331
1054738	4482048	5536786
1054738	2630912	3685650
1054738	180608	1235346
1054738	16834688	17889426
1054738	2670848	3725586
1054738	16827396	17882134
1054738	16957504	18012242
1054738	442400	1497138
1054738	188480	1243218
1054738	25346048	26400786
1054738	25460992	26515730
1054738	376960	1431698
1054738	19152900	20207638
1054738	9175424	10230162
1054738	21234944	22289682
1054738	4457732	5512470
1054738	4981024	6035762
1054738	4464960	5519698
1054738	21266688	22321426
1054738	17096704	18151442
1054738	9044097	10098835
1054738	38273281	39328019
1054738	573824	1628562
1054738	4726849	5781587
1054738	4727809	5782547
1054738	4719876	5774614
1054738	4728064	5782802
1054738	4850944	5905682
1054738	4882688	5937426
1054738	10617089	11671827
1054738	2097449	3152187
1054738	2629952	3684690
1054738	35799041	36853779
1054738	37880065	38934803
1054738	4202633	5257371
1054738	4195716	5250454
1054738	4719008	5773746
1054738	4202944	5257682
1054738	20980096	22034834
1054738	20972804	22027542
1054738	4718984	5773722
1054738	4719040	5773778
1054738	4464904	5519642
1054738	37757192	38811930
1054738	4604160	5658898
1054738	20997120	22051858
1054738	4326660	5381398
1054738	4333888	5388626
1054738	5112064	6166802
1054738	4850048	5904786
1054738	21241864	22296602
1054738	17055880	18110618
1054738	33825088	34879826
1054738	50341120	51395858
1059842	33554725	34614567
1059842	37125	1096967
1059842	2097181	3157023
1059842	18874516	19934358
1059842	4456596	5516438
1059842	20971668	22031510
1059842	6291844	7351686
1059842	18874756	19934598
1059842	53380	1113222
1059842	311428	1371270
1059842	147596	1207438
1059842	671876	1731718
1059842	16781460	17841302
1059842	2621716	3681558
1059842	25182213	26242055
1059842	8405020	9464862
1059842	20556	1080398
1059842	151564	1211406
1059842	544780	1604622
1059842	16797732	17857574
1059842	53260	1113102
1059842	577540	1637382
1059842	147540	1207382
1059842	413700	1473542
1059842	17318020	18377862
1059842	2637844	3697686
1059842	18890772	19950614
1059842	33570844	34630686
1059842	33571092	34630934
1059842	655397	1715239
1059842	2244613	3304455
1059842	4329477	5389319
1059842	4587540	5647382
1059842	671780	1731622
1059842	4341772	5401614
1059842	33701908	34761750
1059842	4849796	5909638
1059842	17465348	18525190
1059842	17694724	18754566
1059842	33947653	35007495
1059842	4980745	6040587
1059842	2228249	3288091
1059842	8388920	9448762
1059842	544792	1604634
1059842	49304	1109146
1059842	557208	1617050
1059842	655512	1715354
1059842	8912921	9972763
1059842	2637848	3697690
1059842	6307864	7367706
1059842	4325401	5385243
1059842	12582937	13642779
1059842	17318024	18377866
1059842	524744	1584586
1059842	25182472	26242314
1059842	2638088	3697930
1059842	2097689	3157531
1059842	20553	1080395
1059842	541000	1600842
1059842	577544	1637386
1059842	147992	1207834
1059842	442376	1502218
1059842	17448968	18508810
1059842	2244632	3304474
1059842	2375704	3435546
1059842	18890776	19950618
1059842	8405272	9465114
1059842	33701912	34761754
1059842	33832984	34892826
1059842	655401	1715243
1059842	655656	1715498
1059842	688392	1748234
1059842	147656	1207498
1059842	704520	1764362
1059842	19021832	20081674
1059842	17432712	18492554
1059842	4325417	5385259
1059842	17334352	18394194
1059842	16928784	17988626
1059842	180368	1240210
1059842	25214992	26274834
1059842	25182232	26242074
1059842	8962064	10021906
1059842	8945688	10005530
1059842	8699920	9759762
1059842	29392912	30452754
1059842	9043985	10103827
1059842	17301712	18361554
1059842	17301541	18361383
1059842	540769	1600611
1059842	196897	1256739
1059842	131241	1191083
1059842	2244641	3304483
1059842	8388665	9448507
1059842	8650801	9710643
1059842	131237	1191079
1059842	53284	1113126
1059842	4404	1064246
1059842	8536112	9595954
1059842	524468	1584310
1059842	671792	1731634
1059842	131432	1191274
1059842	147752	1207594
1059842	397600	1457442
1059842	2228528	3288370
1059842	8519984	9579826
1059842	8651056	9710898
1059842	148008	1207850
1059842	147512	1207354
1059842	282912	1342754
1059842	16924708	17984550
1059842	409640	1469482
1059842	16924712	17984554
1059842	413728	1473570
1059842	16928800	17988642
1059842	933920	1993762
1059842	671904	1731746
1059842	17448992	18508834
1059842	540836	1600678
1059842	8405048	9464890
1059842	8667184	9727026
1059842	135224	1195066
1059842	659504	1719346
1059842	34210080	35269922
1059842	409696	1469538
1059842	409760	1469602
1059842	4603936	5663778
1059842	21119008	22178850
1059842	33701936	34761778
1059842	17039412	18099254
1059842	655553	1715395
1059842	524377	1584219
1059842	2637889	3697731
1059842	33554521	34614363
1059842	33685585	34745427
1059842	544848	1604690
1059842	397392	1457234
1059842	16912464	17972306
1059842	524408	1584250
1059842	524632	1584474
1059842	33554881	34614723
1059842	786784	1846626
1059842	2228560	3288402
1059842	33575232	34635074
1059842	151632	1211474
1059842	933952	1993794
1059842	17186880	18246722
1059842	4472904	5532746
1059842	20987976	22047818
1059842	8667216	9727058
1059842	397377	1457219
1059842	16912449	17972291
1059842	16941121	18000963
1059842	2228305	3288147
1059842	19005505	20065347
1059842	4849744	5909586
1059842	16912704	17972546
1059842	164288	1224130
1059842	688448	1748290
1059842	16941376	18001218
1059842	33964096	35023938
1059842	2244688	3304530
1059842	19021888	20081730
1059842	4603968	5663810
1059842	16941248	18001090
1059842	18874456	19934298
1059842	19136592	20196434
1059842	33554849	34614691
1059842	397441	1457283
1059842	426113	1485955
1059842	16941185	18001027
1059842	33685649	34745491
1059842	458888	1518730
1059842	16777432	17837274
1059842	17301680	18361522
1059842	397456	1457298
1059842	34209936	35269778
1059842	8388761	9448603
1059842	131969	1191811
1059842	2228624	3288466
1059842	934016	1993858
1059842	17186944	18246786
1059842	2244752	3304594
1059842	4472992	5532834
1059842	16924808	17984650
1059842	16793992	17853834
1059842	16810136	17869978
1059842	16941200	18001042
1059842	17088640	18148482
1059842	25297025	26356867
1059842	17694848	18754690
1059842	457	1060299
1059842	19022080	20081922
1059842	524933	1584775
1059842	2097809	3157651
1059842	33305	1093147
1059842	164369	1224211
1059842	25199105	26258947
1059842	131609	1191451
1059842	19005953	20065795
1059842	2228753	3288595
1059842	131864	1191706
1059842	4457232	5517074
1059842	21103120	22162962
1059842	672512	1732354
1059842	2097944	3157786
1059842	50332417	51392259
1059842	17056272	18116114
1059842	148048	1207890
1059842	279424	1339266
1059842	4342273	5402115
1059842	4342288	5402130
1059842	21021184	22081026
1059842	16794132	17853974
1059842	544833	1604675
1059842	283137	1342979
1059842	19009537	20069379
1059842	4198425	5258267
1059842	33558553	34618395
1059842	33558789	34618631
1059842	16912404	17972246
1059842	135376	1195218
1059842	16781640	17841482
1059842	790792	1850634
1059842	528832	1588674
1059842	200961	1260803
1059842	2494720	3554562
1059842	8392984	9452826
1059842	16797828	17857670
1059842	20776	1080618
1059842	17092608	18152450
1059842	2248712	3308554
1059842	184448	1244290
1059842	675968	1735810
1059842	937984	1997826
1059842	17322000	18381842
1059842	807040	1866882
1059842	17322112	18381954
1059842	545056	1604898
1059842	2248720	3308562
1059842	2379792	3439634
1059842	4214916	5274758
1059842	4214808	5274650
1059842	4345872	5405714
1059842	4345857	5405699
1059842	4739200	5799042
1059842	8671233	9731075
1059842	17567872	18627714
1059842	16924804	17984646
1059842	180608	1240450
1059842	25837568	26897410
1059842	19021825	20081667
1059842	4735168	5795010
1059842	8667400	9727242
1059842	8671488	9731330
1059842	9060368	10120210
1059842	49225	1109067
1059842	163973	1223815
1059842	2261009	3320851
1059842	17334401	18394243
1059842	2129945	3189787
1059842	2392081	3451923
1059842	2130185	3190027
1059842	18907153	19966995
1059842	163988	1223830
1059842	8438032	9497874
1059842	17334656	18394498
1059842	2670848	3730690
1059842	8683792	9743634
1059842	8437784	9497626
1059842	16826440	17886282
1059842	180356	1240198
1059842	16957504	18017346
1059842	966656	2026498
1059842	17481728	18541570
1059842	573572	1633414
1059842	19038464	20098306
1059842	33718544	34778386
1059842	442400	1502242
1059842	442432	1502274
1059842	446464	1506306
1059842	17219584	18279426
1059842	4636672	5696514
1059842	25346048	26405890
1059842	2392193	3452035
1059842	4489345	5549187
1059842	17072260	18132102
1059842	16826632	17886474
1059842	25460752	26520594
1059842	25460992	26520834
1059842	376960	1436802
1059842	2228993	3288835
1059842	8536088	9595930
1059842	12714001	13773843
1059842	16912528	17972370
1059842	16961536	18021378
1059842	4866176	5926018
1059842	8536336	9596178
1059842	17711104	18770946
1059842	2359429	3419271
1059842	33816964	34876806
1059842	282756	1342598
1059842	19152900	20212742
1059842	17563780	18623622
1059842	17039448	18099290
1059842	9191440	10251282
1059842	4460673	5520515
1059842	19136896	20196738
1059842	2375824	3435666
1059842	4587664	5647506
1059842	426368	1486210
1059842	409792	1469634
1059842	19136784	20196626
1059842	9175424	10235266
1059842	25952512	27012354
1059842	790816	1850658
1059842	8798224	9858066
1059842	21266448	22326290
1059842	8683664	9743506
1059842	4620304	5680146
1059842	21757968	22817810
1059842	19661056	20720898
1059842	839680	1899522
1059842	9306368	10366210
1059842	4493313	5553155
1059842	4587553	5647395
1059842	38011137	39070979
1059842	5013520	6073362
1059842	4587544	5647386
1059842	4981024	6040866
1059842	21238016	22297858
1059842	4489488	5549330
1059842	21266688	22326530
1059842	4587784	5647626
1059842	6553872	7613714
1059842	19415041	20474883
1059842	4718913	5778755
1059842	9044225	10104067
1059842	9060353	10120195
1059842	4718980	5778822
1059842	34226192	35286034
1059842	2621585	3681427
1059842	17301656	18361498
1059842	524720	1584562
1059842	704640	1764482
1059842	4849793	5909635
1059842	9044097	10103939
1059842	4849808	5909650
1059842	17305744	18365586
1059842	38273281	39333123
1059842	34127873	35187715
1059842	573584	1633426
1059842	573824	1633666
1059842	2637953	3697795
1059842	4735000	5794842
1059842	8929540	9989382
1059842	25821440	26881282
1059842	708608	1768450
1059842	17698816	18758658
1059842	4718673	5778515
1059842	4882448	5942290
1059842	4981056	6040898
1059842	4882688	5942530
1059842	21626896	22686738
1059842	17334296	18394138
1059842	2101513	3161355
1059842	2396161	3456003
1059842	2277377	3337219
1059842	19005449	20065291
1059842	10617089	11676931
1059842	19660801	20720643
1059842	2097436	3157278
1059842	19005488	20065330
1059842	35668496	36728338
1059842	2621588	3681430
1059842	2113816	3173658
1059842	19005704	20065546
1059842	23068944	24128786
1059842	2097449	3157291
1059842	2244928	3304770
1059842	18875137	19934979
1059842	2134273	3194115
1059842	2261264	3321106
1059842	2228545	3288387
1059842	2507008	3566850
1059842	35799296	36859138
1059842	2642176	3702018
1059842	35799041	36858883
1059842	6701056	7760898
1059842	4980769	6040611
1059842	4325641	5385483
1059842	4325509	5385351
1059842	4620289	5680131
1059842	6422545	7482387
1059842	6291481	7351323
1059842	6553617	7613459
1059842	23068689	24128531
1059842	12845073	13904915
1059842	37880065	38939907
1059842	4718740	5778582
1059842	20971608	22031450
1059842	4980784	6040626
1059842	21495856	22555698
1059842	4325656	5385498
1059842	4325537	5385379
1059842	4358273	5418115
1059842	4718729	5778571
1059842	4718768	5778610
1059842	21233808	22293650
1059842	4719008	5778850
1059842	4456896	5516738
1059842	4460928	5520770
1059842	4489600	5549442
1059842	4751744	5811586
1059842	4587904	5647746
1059842	21496192	22556034
1059842	4247680	5307522
1059842	4505728	5565570
1059842	4341904	5401746
1059842	21119104	22178946
1059842	4718984	5778826
1059842	4194616	5254458
1059842	4719040	5778882
1059842	4227352	5287194
1059842	4358416	5418258
1059842	21234048	22293890
1059842	6291736	7351578
1059842	6422800	7482642
1059842	21512448	22572290
1059842	38011152	39070994
1059842	4210776	5270618
1059842	4362241	5422083
1059842	4882433	5942275
1059842	4850048	5909890
1059842	21495832	22555674
1059842	23199760	24259602
1059842	25559296	26619138
1059842	17055936	18115778
1059842	20988176	22048018
1059842	33947681	35007523
1059842	42205201	43265043
1059842	33820944	34880786
1059842	51118096	52177938
1059842	33685889	34745731
1059842	33837312	34897154
1059842	33964288	35024130
1059842	33837057	34896899
1059842	37765392	38825234
1059842	50597904	51657746
1059842	50336004	51395846
1583106	16777293	18360399
1583106	18874389	20457495
1583106	4456581	6039687
1583106	50331781	51914887
1583106	262324	1845430
1583106	18874516	20457622
1583106	4456596	6039702
1583106	20971668	22554774
1583106	37252	1620358
1583106	2097556	3680662
1583106	6291844	7874950
1583106	18874756	20457862
1583106	53380	1636486
1583106	8392980	9976086
1583106	25182213	26765319
1583106	8405020	9988126
1583106	20556	1603662
1583106	151564	1734670
1583106	16797732	18380838
1583106	53260	1636366
1583106	315396	1898502
1583106	49180	1632286
1583106	16924684	18507790
1583106	147780	1730886
1583106	413700	1996806
1583106	2244628	3827734
1583106	2113564	3696670
1583106	2375700	3958806
1583106	18890772	20473878
1583106	2113804	3696910
1583106	8667156	10250262
1583106	33570844	35153950
1583106	50348052	51931158
1583106	4329477	5912583
1583106	4587540	6170646
1583106	4341772	5924878
1583106	33701908	35285014
1583106	33947653	35530759
1583106	49304	1632410
1583106	12582937	14166043
1583106	25182472	26765578
1583106	8519960	10103066
1583106	2097689	3680795
1583106	147992	1731098
1583106	16928776	18511882
1583106	18890776	20473882
1583106	33701912	35285018
1583106	33832984	35416090
1583106	4326409	5909515
1583106	147656	1730762
1583106	4325417	5908523
1583106	25214992	26798098
1583106	25182232	26765338
1583106	8699920	10283026
1583106	29392912	30976018
1583106	61	1583167
1583106	196897	1780003
1583106	397345	1980451
1583106	16912417	18495523
1583106	2244641	3827747
1583106	53284	1636390
1583106	4404	1587510
1583106	8536112	10119218
1583106	301	1583407
1583106	397600	1980706
1583106	2228528	3811634
1583106	2359600	3942706
1583106	8519984	10103090
1583106	148008	1731114
1583106	282912	1866018
1583106	16924708	18507814
1583106	413728	1996834
1583106	16928800	18511906
1583106	2113585	3696691
1583106	8405048	9988154
1583106	8667184	10250290
1583106	426017	2009123
1583106	132148	1715254
1583106	135224	1718330
1583106	393568	1976674
1583106	131873	1714979
1583106	409696	1992802
1583106	409760	1992866
1583106	17039412	18622518
1583106	4457537	6040643
1583106	20972609	22555715
1583106	33554521	35137627
1583106	397392	1980498
1583106	16912464	18495570
1583106	33554881	35137987
1583106	16814400	18397506
1583106	50241	1633347
1583106	17186880	18769986
1583106	4472904	6056010
1583106	20987976	22571082
1583106	4473920	6057026
1583106	8667216	10250322
1583106	168001	1751107
1583106	164033	1747139
1583106	2228305	3811411
1583106	19005505	20588611
1583106	164288	1747394
1583106	33964096	35547202
1583106	2244688	3827794
1583106	19021888	20604994
1583106	16941136	18524242
1583106	16941248	18524354
1583106	18874456	20457562
1583106	19136592	20719698
1583106	33554849	35137955
1583106	397441	1980547
1583106	16941185	18524291
1583106	2113669	3696775
1583106	458888	2041994
1583106	18874513	20457619
1583106	50331793	51914899
1583106	16777432	18360538
1583106	131969	1715075
1583106	2228624	3811730
1583106	151936	1735042
1583106	17186944	18770050
1583106	2244752	3827858
1583106	16810136	18393242
1583106	16941200	18524306
1583106	25297025	26880131
1583106	8552720	10135826
1583106	263685	1846791
1583106	16778757	18361863
1583106	2097809	3680915
1583106	164369	1747475
1583106	25199105	26782211
1583106	152065	1735171
1583106	19005953	20589059
1583106	2228753	3811859
1583106	4194841	5777947
1583106	131864	1714970
1583106	394768	1977874
1583106	16909840	18492946
1583106	4457232	6040338
1583106	21103120	22686226
1583106	16814848	18397954
1583106	2097944	3681050
1583106	2360080	3943186
1583106	50332417	51915523
1583106	280068	1863174
1583106	17944	1601050
1583106	149008	1732114
1583106	148048	1731154
1583106	4211224	5794330
1583106	4342288	5925394
1583106	21021184	22604290
1583106	33555745	35138851
1583106	16778328	18361434
1583106	25297936	26881042
1583106	18049	1601155
1583106	50704	1633810
1583106	19009537	20592643
1583106	4461569	6044675
1583106	20976641	22559747
1583106	16912404	18495510
1583106	135376	1718482
1583106	267524	1850630
1583106	16782596	18365702
1583106	16781640	18364746
1583106	2494720	4077826
1583106	8392984	9976090
1583106	16797828	18380934
1583106	283652	1866758
1583106	20568	1603674
1583106	17092608	18675714
1583106	2248712	3831818
1583106	184448	1767554
1583106	2248720	3831826
1583106	8671233	10254339
1583106	16924804	18507910
1583106	180608	1763714
1583106	8667400	10250506
1583106	49225	1632331
1583106	2261009	3844115
1583106	299137	1882243
1583106	2129945	3713051
1583106	2392081	3975187
1583106	2130185	3713291
1583106	4227097	5810203
1583106	18907153	20490259
1583106	168065	1751171
1583106	16941316	18524422
1583106	180544	1763650
1583106	8437784	10020890
1583106	16826440	18409546
1583106	54273	1637379
1583106	180356	1763462
1583106	16957504	18540610
1583106	25329680	26912786
1583106	19038464	20621570
1583106	442400	2025506
1583106	442432	2025538
1583106	446464	2029570
1583106	17219584	18802690
1583106	2277392	3860498
1583106	25346048	26929154
1583106	2392193	3975299
1583106	4489345	6072451
1583106	17072260	18655366
1583106	25460752	27043858
1583106	25198864	26781970
1583106	25460992	27044098
1583106	376960	1960066
1583106	8519945	10103051
1583106	2228993	3812099
1583106	8536088	10119194
1583106	131920	1715026
1583106	12714001	14297107
1583106	16912528	18495634
1583106	148993	1732099
1583106	16961536	18544642
1583106	2359429	3942535
1583106	33816964	35400070
1583106	19152900	20736006
1583106	397572	1980678
1583106	4587664	6170770
1583106	409792	1992898
1583106	21234944	22818050
1583106	17060864	18643970
1583106	8798224	10381330
1583106	21266448	22849554
1583106	8683664	10266770
1583106	17072388	18655494
1583106	4620304	6203410
1583106	4457732	6040838
1583106	21238016	22821122
1583106	21266688	22849794
1583106	6553872	8136978
1583106	2101513	3684619
1583106	2396161	3979267
1583106	2277377	3860483
1583106	10617089	12200195
1583106	2097436	3680542
1583106	19005488	20588594
1583106	35668496	37251602
1583106	18875652	20458758
1583106	18874633	20457739
1583106	23068944	24652050
1583106	2097449	3680555
1583106	2244928	3828034
1583106	2114305	3697411
1583106	18875137	20458243
1583106	2228545	3811651
1583106	35799296	37382402
1583106	2114569	3697675
1583106	35799041	37382147
1583106	4325641	5908747
1583106	23068689	24651795
1583106	37880065	39463171
1583106	20971608	22554714
1583106	4325537	5908643
1583106	4358273	5941379
1583106	4456840	6039946
1583106	4456896	6040002
1583106	4460928	6044034
1583106	4489600	6072706
1583106	4587904	6171010
1583106	4505728	6088834
1583106	20972804	22555910
1583106	4194616	5777722
1583106	6291736	7874842
1583106	6422800	8005906
1583106	4210776	5793882
1583106	21123072	22706178
1583106	4326420	5909526
1583106	4326660	5909766
1583106	23199760	24782866
1583106	8519956	10103062
1583106	25297160	26880266
1583106	25559296	27142402
1583106	17055936	18639042
1583106	42205201	43788307
1583106	33964048	35547154
1583106	33685889	35268995
1583106	33837057	35420163
1583106	50597904	52181010
1583106	50336004	51919110
1443842	16777293	18221135
1443842	33554725	34998567
1443842	8413189	9857031
1443842	4195461	5639303
1443842	18874516	20318358
1443842	6291844	7735686
1443842	25732	1469574
1443842	4211844	5655686
1443842	25182213	26626055
1443842	20556	1464398
1443842	544780	1988622
1443842	16797732	18241574
1443842	53260	1497102
1443842	2113564	3557406
1443842	2121748	3565590
1443842	2121988	3565830
1443842	8388920	9832762
1443842	49304	1493146
1443842	557208	2001050
1443842	524744	1968586
1443842	2097689	3541531
1443842	577544	2021386
1443842	33579032	35022874
1443842	17334352	18778194
1443842	50343952	51787794
1443842	8397136	9840978
1443842	8945688	10389530
1443842	29392912	30836754
1443842	8388665	9832507
1443842	2121764	3565606
1443842	8612	1452454
1443842	540836	1984678
1443842	8405048	9848890
1443842	2121796	3565638
1443842	524408	1968250
1443842	33554881	34998723
1443842	33579328	35023170
1443842	33575232	35019074
1443842	540868	1984710
1443842	18874456	20318298
1443842	33554849	34998691
1443842	16777432	18221274
1443842	18899200	20343042
1443842	524933	1968775
1443842	16778757	18222599
1443842	2097809	3541651
1443842	17310209	18754051
1443842	25199105	26642947
1443842	50332177	51776019
1443842	25408	1469250
1443842	2097944	3541786
1443842	17944	1461786
1443842	21021184	22465026
1443842	16794132	18237974
1443842	16778328	18222170
1443842	562192	2006034
1443842	16815120	18258962
1443842	18883600	20327442
1443842	20972568	22416410
1443842	18049	1461891
1443842	25736	1469578
1443842	50704	1494546
1443842	33558789	35002631
1443842	528832	1972674
1443842	4223232	5667074
1443842	8392984	9836826
1443842	33566992	35010834
1443842	16797828	18241670
1443842	20776	1464618
1443842	553088	1996930
1443842	17330176	18774018
1443842	17322112	18765954
1443842	2105873	3549715
1443842	8413328	9857170
1443842	2125840	3569682
1443842	16822400	18266242
1443842	20804	1464646
1443842	2138129	3581971
1443842	2130185	3574027
1443842	16834688	18278530
1443842	8429825	9873667
1443842	8437784	9881626
1443842	16826440	18270282
1443842	4718913	6162755
1443842	38273281	39717123
1443842	34127873	35571715
1443842	8929540	10373382
1443842	8937728	10381570
1443842	35668496	37112338
1443842	23068944	24512786
1443842	2097449	3541291
1443842	2114305	3558147
1443842	18875137	20318979
1443842	2109712	3553554
1443842	6299920	7743762
1443842	2629952	4073794
1443842	10494224	11938066
1443842	2637829	4081671
1443842	2114569	3558411
1443842	18882880	20326722
1443842	37756945	39200787
1443842	6291481	7735323
1443842	20971608	22415450
1443842	21495856	22939698
1443842	4202644	5646486
1443842	4718768	6162610
1443842	4195716	5639558
1443842	4719008	6162850
1443842	4751744	6195586
1443842	21496192	22940034
1443842	20972804	22416646
1443842	4718984	6162826
1443842	4719040	6162882
1443842	4202772	5646614
1443842	4202884	5646726
1443842	37757192	39201034
1443842	20980032	22423874
1443842	37757200	39201042
1443842	4227352	5671194
1443842	6291736	7735578
1443842	21495832	22939674
1443842	8397076	9840918
1443842	8397061	9840903
1443842	33562945	35006787
1443842	33579268	35023110
1443842	50340100	51783942
1443842	50340160	51784002
1443842	50341120	51784962
1443842	33571969	35015811
1443842	37765392	39209234
1443842	50356288	51800130
1443842	50336004	51779846
1443842	50344192	51788034
1705986	93	1706079
1705986	16777293	18483279
1705986	33579013	35284999
1705986	2097181	3803167
1705986	8413189	10119175
1705986	6291844	7997830
1705986	53380	1759366
1705986	4211844	5917830
1705986	8392980	10098966
1705986	8405020	10111006
1705986	20556	1726542
1705986	16797732	18503718
1705986	20748	1726734
1705986	53260	1759246
1705986	49180	1755166
1705986	2113564	3819550
1705986	2113804	3819790
1705986	2121988	3827974
1705986	33570844	35276830
1705986	33832980	35538966
1705986	50348052	52054038
1705986	4457481	6163467
1705986	8388920	10094906
1705986	6307864	8013850
1705986	12582937	14288923
1705986	263305	1969291
1705986	2097689	3803675
1705986	271112	1977098
1705986	20553	1726539
1705986	4202569	5908555
1705986	20972553	22678539
1705986	17040408	18746394
1705986	8397136	10103122
1705986	29392912	31098898
1705986	53284	1759270
1705986	2121764	3827750
1705986	301	1706287
1705986	8651056	10357042
1705986	24752	1730738
1705986	8405048	10111034
1705986	8667184	10373170
1705986	17040432	18746418
1705986	4421	1710407
1705986	4457537	6163523
1705986	20972609	22678595
1705986	33554521	35260507
1705986	33579073	35285059
1705986	2121796	3827782
1705986	33579328	35285314
1705986	33575232	35281218
1705986	50241	1756227
1705986	4472904	6178890
1705986	20987976	22693962
1705986	4473920	6179906
1705986	8667216	10373202
1705986	18874456	20580442
1705986	19136592	20842578
1705986	20972673	22678659
1705986	16777432	18483418
1705986	17560	1723546
1705986	16802944	18508930
1705986	20988040	22694026
1705986	4473984	6179970
1705986	17051776	18757762
1705986	17088640	18794626
1705986	263685	1969671
1705986	16778757	18484743
1705986	2097809	3803795
1705986	266769	1972755
1705986	33305	1739291
1705986	25199105	26905091
1705986	4194841	5900827
1705986	50332177	52038163
1705986	665	1706651
1705986	4457232	6163218
1705986	25408	1731394
1705986	2097944	3803930
1705986	2360080	4066066
1705986	50332417	52038403
1705986	280068	1986054
1705986	287360	1993346
