w1	w2	l2
451	1188868	1189319
451	20054020	20054471
451	6307864	6308315
451	18890776	18891227
451	20989960	20990411
451	33832984	33833435
451	19021832	19022283
451	26345480	26345931
451	17826828	17827279
451	17830920	17831371
451	9699352	9699803
451	50343952	50344403
451	25214992	25215443
451	3280912	3281363
451	9437212	9437663
451	9568276	9568727
451	25182232	25182683
451	8962064	8962515
451	8945688	8946139
451	8947728	8948179
451	29392912	29393363
451	8931344	8931795
451	53284	53735
451	2121764	2122215
451	263220	263671
451	1083440	1083891
451	2616	3067
451	148008	148459
451	8914984	8915435
451	3124	3575
451	8407088	8407539
451	19492	19943
451	280612	281063
451	313376	313827
451	16926752	16927203
451	1198112	1198563
451	4212784	4213235
451	4213792	4214243
451	4220960	4221411
451	4474912	4475363
451	16795688	16796139
451	17319968	17320419
451	1051696	1052147
451	17828896	17829347
451	1087520	1087971
451	1059872	1060323
451	1313824	1314275
451	16812080	16812531
451	1327140	1327591
451	281632	282083
451	16796704	16797155
451	16803872	16804323
451	16924708	16925159
451	16924712	16925163
451	410656	411107
451	16925728	16926179
451	16928800	16929251
451	17448992	17449443
451	8405048	8405499
451	8667184	8667635
451	25184288	25184739
451	575520	575971
451	132148	132599
451	135224	135675
451	148516	148967
451	4343840	4344291
451	4349984	4350435
451	4603936	4604387
451	21119008	21119459
451	1216544	1216995
451	1311780	1312231
451	35129376	35129827
451	1057328	1057779
451	1319968	1320419
451	17835040	17835491
451	51511328	51511779
451	18612256	18612707
451	34603064	34603515
451	34865200	34865651
451	17039412	17039863
451	17040432	17040883
451	16909840	16910291
451	21103120	21103571
451	280068	280519
451	1069572	1070023
451	17944	18395
451	805376	805827
451	17320448	17320899
451	1328640	1329091
451	4211224	4211675
451	4213264	4213715
451	4342288	4342739
451	4475392	4475843
451	20990464	20990915
451	21021184	21021635
451	16794136	16794587
451	9437720	9438171
451	1835552	1836003
451	1050136	1050587
451	1083920	1084371
451	1348096	1348547
451	17863168	17863619
451	1320448	1320899
451	17835520	17835971
451	1106432	1106883
451	562192	562643
451	25297936	25298387
451	20972568	20973019
451	314368	314819
451	35130368	35130819
451	50196	50647
451	1328136	1328587
451	281604	282055
451	8407064	8407515
451	8669200	8669651
451	17828868	17829319
451	17959936	17960387
451	9701392	9701843
451	2248712	2249163
451	2117656	2118107
451	17830916	17831367
451	18354208	18354659
451	35139584	35140035
451	17961984	17962435
451	25837568	25838019
451	17850376	17850827
451	295956	296407
451	16811028	16811479
451	297008	297459
451	1089576	1090027
451	52228	52679
451	8964096	8964547
451	1100800	1101251
451	4507648	4508099
451	1084420	1084871
451	312324	312775
451	8437784	8438235
451	50200	50651
451	51728	52179
451	1359904	1360355
451	442400	442851
451	4636672	4637123
451	25346048	25346499
451	1344516	1344967
451	1082392	1082843
451	1213456	1213907
451	1344528	1344979
451	9474064	9474515
451	1352704	1353155
451	17867776	17868227
451	25460752	25461203
451	1392648	1393099
451	9568280	9568731
451	17974272	17974723
451	17957892	17958343
451	19152900	19153351
451	4524048	4524499
451	265264	265715
451	1346560	1347011
451	281096	281547
451	17060864	17061315
451	17580064	17580515
451	50612224	50612675
451	17089536	17089987
451	803844	804295
451	5029888	5030339
451	3571712	3572163
451	18351108	18351559
451	1606672	1607123
451	20578304	20578755
451	5251120	5251571
451	17860640	17861091
451	1606160	1606611
451	19005488	19005939
451	35668496	35668947
451	2623512	2623963
451	2902016	2902467
451	6309904	6310355
451	7487488	7487939
451	6701056	6701507
451	5261344	5261795
451	21282816	21283267
451	21120000	21120451
451	5261320	5261771
451	25192448	25192899
451	19939344	19939795
451	51396624	51397075
451	17895440	17895891
451	17883136	17883587
451	34684944	34685395
451	50597904	50598355
524738	264229	788967
524738	16783365	17308103
524738	25167877	25692615
524738	1114133	1638871
524738	8519701	9044439
524738	19005445	19530183
524738	3149829	3674567
524738	3407877	3932615
524738	38917	563655
524738	296965	821703
524738	18876421	19401159
524738	4197381	4722119
524738	4458501	4983239
524738	1051668	1576406
524738	280588	805326
524738	19476	544214
524738	16796676	17321414
524738	55300	580038
524738	27652	552390
524738	288772	813510
524738	313348	838086
524738	1067020	1591758
524738	1198084	1722822
524738	4220932	4745670
524738	1087492	1612230
524738	1059844	1584582
524738	16779292	17304030
524738	16812052	17336790
524738	25182213	25706951
524738	8405020	8929758
524738	33572869	34097607
524738	151564	676302
524738	16797732	17322470
524738	53260	577998
524738	315396	840134
524738	155684	680422
524738	287748	812486
524738	16802820	17327558
524738	51205	575943
524738	17088516	17613254
524738	1359876	1884614
524738	1130516	1655254
524738	409612	934350
524738	410628	935366
524738	16925700	17450438
524738	413700	938438
524738	417796	942534
524738	1204228	1728966
524738	182276	707014
524738	188420	713158
524738	442372	967110
524738	2244628	2769366
524738	16926724	17451462
524738	3162132	3686870
524738	2113564	2638302
524738	2121748	2646486
524738	2375700	2900438
524738	4474884	4999622
524738	21118980	21643718
524738	8405013	8929751
524738	8407045	8931783
524738	8667156	9191894
524738	17874948	18399686
524738	33570844	34095582
524738	33579028	34103766
524738	50348052	50872790
524738	4327429	4852167
524738	50462725	50987463
524738	156676	681414
524738	1228804	1753542
524738	4341772	4866510
524738	4343812	4868550
524738	4349956	4874694
524738	4603908	5128646
524738	33701908	34226646
524738	1179676	1704414
524738	1441804	1966542
524738	17956876	18481614
524738	1216516	1741254
524738	1188868	1713606
524738	3145749	3670487
524738	1053189	1577927
524738	9439252	9963990
524738	1316868	1841606
524738	17831940	18356678
524738	1071108	1595846
524738	17833996	18358734
524738	34611205	35135943
524738	17858565	18383303
524738	1441828	1966566
524738	1443844	1968582
524738	17958916	18483654
524738	1449988	1974726
524738	3276820	3801558
524738	20054020	20578758
524738	16801804	17326542
524738	17043476	17568214
524738	16799748	17324486
524738	33947653	34472391
524738	299017	823755
524738	16814089	17338827
524738	4457481	4982219
524738	264248	788986
524738	17041432	17566170
524738	2359321	2884059
524738	2121752	2646490
524738	6307864	6832602
524738	12582937	13107675
524738	2097689	2622427
524738	1050121	1574859
524738	279564	804302
524738	1331208	1855946
524738	8413193	8937931
524738	17063944	17588682
524738	1077256	1601994
524738	147992	672730
524738	413704	938442
524738	16928776	17453514
524738	442376	967114
524738	2375704	2900442
524738	18890776	19415514
524738	20989960	21514698
524738	4481032	5005770
524738	20996104	21520842
524738	33701912	34226650
524738	33832984	34357722
524738	140297	665035
524738	4326409	4851147
524738	4327433	4852171
524738	4333577	4858315
524738	132124	656862
524738	394264	919002
524738	1197064	1721802
524738	19021832	19546570
524738	4349960	4874698
524738	16926728	17451466
524738	1445896	1970634
524738	1188872	1713610
524738	26345480	26870218
524738	34734104	35258842
524738	1311756	1836494
524738	17826828	18351566
524738	1311768	1836506
524738	1053705	1578443
524738	17830920	18355658
524738	1347592	1872330
524738	17862664	18387402
524738	1319944	1844682
524738	17860616	18385354
524738	9568265	10093003
524738	1196044	1720782
524738	17958920	18483658
524738	18088968	18613706
524738	9699352	10224090
524738	4200457	4725195
524738	4325417	4850155
524738	20972553	21497291
524738	16909336	17434074
524738	17040408	17565146
524738	313360	838098
524738	16802320	17327058
524738	17048592	17573330
524738	18898960	19423698
524738	50343952	50868690
524738	25214992	25739730
524738	1099792	1624530
524738	3280912	3805650
524738	9437212	9961950
524738	9568276	10093014
524738	25182232	25706970
524738	8699920	9224658
524738	29392912	29917650
524738	278569	803307
524738	18469	543207
524738	9439265	9964003
524738	2099249	2623987
524738	2244641	2769379
524738	3407905	3932643
524738	8388665	8913403
524738	8650801	9175539
524738	33554489	34079227
524738	33816625	34341363
524738	53284	578022
524738	2121764	2646502
524738	26672	551410
524738	271408	796146
524738	8536112	9060850
524738	2616	527354
524738	148008	672746
524738	3109	527847
524738	3121	527859
524738	11297	536035
524738	296993	821731
524738	2115617	2640355
524738	4204577	4729315
524738	25167905	25692643
524738	3124	527862
524738	4458544	4983282
524738	8407088	8931826
524738	17041456	17566194
524738	19492	544230
524738	280612	805350
524738	313376	838114
524738	16926752	17451490
524738	1198112	1722850
524738	4213792	4738530
524738	4220960	4745698
524738	4474912	4999650
524738	16795688	17320426
524738	1050680	1575418
524738	1051696	1576434
524738	17828896	18353634
524738	1087520	1612258
524738	1059872	1584610
524738	1189920	1714658
524738	1313824	1838562
524738	16797729	17322467
524738	1327140	1851878
524738	280616	805354
524738	281632	806370
524738	16796704	17321442
524738	286760	811498
524738	1073192	1597930
524738	16803872	17328610
524738	16924708	17449446
524738	409640	934378
524738	16924712	17449450
524738	410656	935394
524738	16925728	17450466
524738	413728	938466
524738	16928800	17453538
524738	1200160	1724898
524738	1329184	1853922
524738	1458208	1982946
524738	8405048	8929786
524738	25184288	25709026
524738	132133	656871
524738	139301	664039
524738	140321	665059
524738	4333601	4858339
524738	33685553	34210291
524738	139320	664058
524738	132148	656886
524738	135224	659962
524738	148516	673254
524738	155688	680426
524738	417824	942562
524738	4343840	4868578
524738	4349984	4874722
524738	4603936	5128674
524738	21119008	21643746
524738	33701936	34226674
524738	1216544	1741282
524738	1311780	1836518
524738	1318952	1843690
524738	1057328	1582066
524738	1319968	1844706
524738	17835040	18359778
524738	1443872	1968610
524738	17958944	18483682
524738	34734128	35258866
524738	51511328	52036066
524738	34603064	35127802
524738	34865200	35389938
524738	17039412	17564150
524738	17040432	17565170
524738	17925	542663
524738	263685	788423
524738	16778757	17303495
524738	280065	804803
524738	1058305	1583043
524738	51713	576451
524738	150017	674755
524738	1182209	1706947
524738	33305	558043
524738	25199105	25723843
524738	131609	656347
524738	152065	676803
524738	19005953	19530691
524738	1312257	1836995
524738	1344001	1868739
524738	2099729	2624467
524738	2228753	2753491
524738	50332177	50856915
524738	394768	919506
524738	16909840	17434578
524738	21103120	21627858
524738	280068	804806
524738	1069572	1594310
524738	18968	543706
524738	17944	542682
524738	149008	673746
524738	280080	804818
524738	16795152	17319890
524738	1068544	1593282
524738	1200640	1725378
524738	1328640	1853378
524738	1204736	1729474
524738	1458688	1983426
524738	4211224	4735962
524738	4475392	5000130
524738	20990464	21515202
524738	21021184	21545922
524738	9437720	9962458
524738	1327624	1852362
524738	1050136	1574874
524738	1312272	1837010
524738	1083920	1608658
524738	1313296	1838034
524738	1348096	1872834
524738	17863168	18387906
524738	1073668	1598406
524738	17834504	18359242
524738	1320448	1845186
524738	17835520	18360258
524738	1344016	1868754
524738	1106432	1631170
524738	18088449	18613187
524738	279561	804299
524738	7185	531923
524738	34612225	35136963
524738	33686545	34211283
524738	2229265	2754003
524738	298000	822738
524738	16813072	17337810
524738	300048	824786
524738	16815120	17339858
524738	16786456	17311194
524738	25297936	25822674
524738	18883600	19408338
524738	20972568	21497306
524738	314368	839106
524738	23568	548306
524738	320512	845250
524738	4219920	4744658
524738	4482048	5006786
524738	1190912	1715650
524738	1451008	1975746
524738	50340865	50865603
524738	281616	806354
524738	50196	574934
524738	50704	575442
524738	152577	677315
524738	1205248	1729986
524738	398352	923090
524738	152592	677330
524738	1328136	1852874
524738	18093056	18617794
524738	1315841	1840579
524738	16796688	17321426
524738	38945	563683
524738	54528001	55052739
524738	33556505	34081243
524738	281604	806342
524738	1198088	1722826
524738	51224	575962
524738	411656	936394
524738	1202176	1726914
524738	1361920	1886658
524738	17975296	18500034
524738	18106368	18631106
524738	2115608	2640346
524738	18892816	19417554
524738	21121024	21645762
524738	8407064	8931802
524738	8669200	9193938
524738	17828868	18353606
524738	1062928	1587666
524738	1349632	1874370
524738	17864704	18389442
524738	1444864	1969602
524738	17959936	18484674
524738	18091008	18615746
524738	16788496	17313234
524738	283137	807875
524738	1126401	1651139
524738	19009537	19534275
524738	2109457	2634195
524738	4461569	4986307
524738	20976641	21501379
524738	33558553	34083291
524738	33820689	34345427
524738	34738177	35262915
524738	268312	793050
524738	275472	800210
524738	4462608	4987346
524738	283652	808390
524738	21524	546262
524738	283664	808402
524738	284680	809418
524738	16799752	17324490
524738	23553	548291
524738	8417281	8942019
524738	291840	816578
524738	53272	578010
524738	16830480	17355218
524738	55297	580035
524738	17092608	17617346
524738	1363968	1888706
524738	1200136	1724874
524738	2248712	2773450
524738	421888	946626
524738	1462272	1987010
524738	17846280	18371018
524738	1071112	1595850
524738	17848320	18373058
524738	1208320	1733058
524738	2117656	2642394
524738	2379792	2904530
524738	8671233	9195971
524738	1315844	1840582
524738	17830916	18355654
524738	1200132	1724870
524738	9572368	10097106
524738	1446912	1971650
524738	17961984	18486722
524738	17963008	18487746
524738	16936960	17461698
524738	17045520	17570258
524738	6299665	6824403
524738	20981776	21506514
524738	2105873	2630611
524738	418816	943554
524738	1075208	1599946
524738	2125840	2650578
524738	3174400	3699138
524738	3432448	3957186
524738	8415233	8939971
524738	1355776	1880514
524738	1452032	1976770
524738	17967104	18491842
524738	17057800	17582538
524738	16828432	17353170
524738	16925712	17450450
524738	50479105	51003843
524738	17850376	18375114
524738	2383888	2908626
524738	33702913	34227651
524738	1146897	1671635
524738	17859585	18384323
524738	2129945	2654683
524738	2392081	2916819
524738	21005313	21530051
524738	8683537	9208275
524738	18907153	19431891
524738	297008	821746
524738	59408	584146
524738	16834576	17359314
524738	427024	951762
524738	16942096	17466834
524738	17073168	17597906
524738	1089576	1614314
524738	35845	560583
524738	44033	568771
524738	35860	560598
524738	16820240	17344978
524738	52228	576966
524738	313352	838090
524738	60416	585154
524738	1100800	1625538
524738	4507648	5032386
524738	17090560	17615298
524738	1084420	1609158
524738	1087504	1612242
524738	1092608	1617346
524738	312324	837062
524738	16827396	17352134
524738	1099780	1624518
524738	51209	575947
524738	8437784	8962522
524738	58369	583107
524738	50200	574938
524738	181264	706002
524738	312336	837074
524738	16827408	17352146
524738	51728	576466
524738	52225	576963
524738	54273	579011
524738	319496	844234
524738	16834568	17359306
524738	443392	968130
524738	16958464	17483202
524738	450560	975298
524738	1359904	1884642
524738	1105928	1630666
524738	18137088	18661826
524738	4251649	4776387
524738	21028864	21553602
524738	173057	697795
524738	9601040	10125778
524738	442400	967138
524738	446464	971202
524738	17219584	17744322
524738	1228808	1753546
524738	4376576	4901314
524738	4636672	5161410
524738	25346048	25870786
524738	17989640	18514378
524738	1082373	1607111
524738	1344516	1869254
524738	18120712	18645450
524738	1082392	1607130
524738	1344528	1869266
524738	9472016	9996754
524738	9474064	9998802
524738	1352704	1877442
524738	17867776	18392514
524738	17989648	18514386
524738	1476608	2001346
524738	16836608	17361346
524738	25460752	25985490
524738	1115141	1639879
524738	1376265	1901003
524738	17892353	18417091
524738	1120257	1644995
524738	1246209	1770947
524738	3211281	3736019
524738	5309441	5834179
524738	18153473	18678211
524738	18022416	18547154
524738	18153488	18678226
524738	1392648	1917386
524738	8519705	9044443
524738	8536088	9060826
524738	9568280	10093018
524738	148993	673731
524738	1232896	1757634
524738	16961536	17486274
524738	17974272	18499010
524738	1204232	1728970
524738	18006016	18530754
524738	34754560	35279298
524738	1442820	1967558
524738	17957892	18482630
524738	17993728	18518466
524738	18220032	18744770
524738	17178632	17703370
524738	19138561	19663299
524738	19152897	19677635
524738	8652805	9177543
524738	33818629	34343367
524738	4456461	4981199
524738	296980	821718
524738	270364	795102
524738	2361349	2886087
524738	1328132	1852870
524738	19152900	19677638
524738	1445892	1970630
524738	1327116	1851854
524738	1345540	1870278
524738	17041420	17566158
524738	4524048	5048786
524738	3411984	3936722
524738	25430032	25954770
524738	265264	790002
524738	4459536	4984274
524738	21234704	21759442
524738	1346560	1871298
524738	281096	805834
524738	289792	814530
524738	444416	969154
524738	17060864	17585602
524738	4483072	5007810
524738	21258240	21782978
524738	1319940	1844678
524738	1482752	2007490
524738	17056772	17581510
524738	17065984	17590722
524738	8798224	9322962
524738	9717760	10242498
524738	34883584	35408322
524738	18235392	18760130
524738	50612224	51136962
524738	17089536	17614274
524738	1380353	1905091
524738	5570561	6095299
524738	3571712	4096450
524738	18219040	18743778
524738	4493313	5018051
524738	4491280	5016018
524738	4603912	5128650
524738	4612096	5136834
524738	17096704	17621442
524738	5267460	5792198
524738	1056824	1581562
524738	1061377	1586115
524738	1057816	1582554
524738	9447425	9972163
524738	5255184	5779922
524738	5398528	5923266
524738	13639681	14164419
524738	22159360	22684098
524738	17989636	18514374
524738	1359880	1884618
524738	17860640	18385378
524738	18120720	18645458
524738	13664257	14188995
524738	22052865	22577603
524738	3162117	3686855
524738	6293521	6818259
524738	18880513	19405251
524738	2379777	2904515
524738	2396161	2920899
524738	19005449	19530187
524738	19922953	20447691
524738	19005488	19530226
524738	35668496	36193234
524738	2361368	2886106
524738	3151888	3676626
524738	2367512	2892250
524738	2115589	2640327
524738	2114569	2639307
524738	3166216	3690954
524738	3170312	3695050
524738	35799041	36323779
524738	7487488	8012226
524738	6701056	7225794
524738	3166212	3690950
524738	4620289	5145027
524738	6422545	6947283
524738	21266433	21791171
524738	5506049	6030787
524738	6291481	6816219
524738	23068689	23593427
524738	12591121	13115859
524738	12845073	13369811
524738	4458520	4983258
524738	5261344	5786082
524738	4474888	4999626
524738	20997120	21521858
524738	21282816	21807554
524738	4604928	5129666
524738	21120000	21644738
524738	4343816	4868554
524738	4608000	5132738
524738	21123072	21647810
524738	5261320	5786058
524738	5267464	5792202
524738	6316048	6840786
524738	4362241	4886979
524738	4342800	4867538
524738	22153216	22677954
524738	20973592	21498330
524738	21235728	21760466
524738	21241864	21766602
524738	23199760	23724498
524738	8675344	9200082
524738	25176080	25700818
524738	9830416	10355154
524738	25176065	25700803
524738	25171984	25696722
524738	25192448	25717186
524738	16779277	17304015
524738	17042448	17567186
524738	16794648	17319386
524738	17058816	17583554
524738	17981440	18506178
524738	19939344	20464082
524738	51396624	51921362
524738	21252096	21776834
524738	17895440	18420178
524738	18088964	18613702
524738	17851392	18376130
524738	17883136	18407874
524738	34897921	35422659
524738	34668561	35193299
524738	33947681	34472419
524738	42205201	42729939
524738	33579017	34103755
524738	34684944	35209682
524738	50597904	51122642
16779586	25093	16804679
16779586	1065477	17845063
16779586	1057285	17836871
16779586	53253	16832839
16779586	299013	17078599
16779586	33579013	50358599
16779586	573445	17353031
16779586	1605637	18385223
16779586	1114133	17893719
16779586	425989	17205575
16779586	917509	17697095
16779586	3149829	19929415
16779586	3407877	20187463
16779586	524453	17304039
16779586	36997	16816583
16779586	266373	17045959
16779586	132229	16911815
16779586	393349	17172935
16779586	4195461	20975047
16779586	4456581	21236167
16779586	262324	17041910
16779586	4456596	21236182
16779586	17556	16797142
16779586	53380	16832966
16779586	147596	16927182
16779586	1097860	17877446
16779586	1327236	18106822
16779586	9453700	26233286
16779586	4211844	20991430
16779586	155780	16935366
16779586	1049236	17828822
16779586	1314948	18094534
16779586	1057924	17837510
16779586	1183876	17963462
16779586	1187972	17967558
16779586	151564	16931150
16779586	544780	17324366
16779586	282644	17062230
16779586	544788	17324374
16779586	53260	16832846
16779586	315396	17094982
16779586	577540	17357126
16779586	1331204	18110790
16779586	155684	16935270
16779586	287748	17067334
16779586	811012	17590598
16779586	548876	17328462
16779586	679940	17459526
16779586	1335300	18114886
16779586	57364	16836950
16779586	180229	16959815
16779586	1359876	18139462
16779586	1130516	17910102
16779586	410628	17190214
16779586	413700	17193286
16779586	417796	17197382
16779586	1204228	17983814
16779586	188420	16968006
16779586	442372	17221958
16779586	2244628	19024214
16779586	1597444	18377030
16779586	1458180	18237766
16779586	1720324	18499910
16779586	3162132	19941718
16779586	2113564	18893150
16779586	2121748	18901334
16779586	2375700	19155286
16779586	2637844	19417430
16779586	4210716	20990302
16779586	8667156	25446742
16779586	33570844	50350430
16779586	33579028	50358614
16779586	33832980	50612566
16779586	655397	17434983
16779586	167941	16947527
16779586	2244613	19024199
16779586	4329477	21109063
16779586	4587540	21367126
16779586	671780	17451366
16779586	156676	16936262
16779586	933892	17713478
16779586	1228804	18008390
16779586	4341772	21121358
16779586	4349956	21129542
16779586	4603908	21383494
16779586	33701908	50481494
16779586	1441804	18221390
16779586	1216516	17996102
16779586	1188868	17968454
16779586	1712132	18491718
16779586	1441924	18221510
16779586	1966084	18745670
16779586	4849796	21629382
16779586	1843204	18622790
16779586	34611205	51390791
16779586	1441828	18221414
16779586	1449988	18229574
16779586	3276820	20056406
16779586	33947653	50727239
16779586	266377	17045963
16779586	1310748	18090334
16779586	8912921	25692507
16779586	2637848	19417434
16779586	12582937	29362523
16779586	263305	17042891
16779586	4472968	21252554
16779586	2097689	18877275
16779586	1050121	17829707
16779586	279564	17059150
16779586	577544	17357130
16779586	1331208	18110794
16779586	1077256	17856842
16779586	1597448	18377034
16779586	2375704	19155290
16779586	4481032	21260618
16779586	33832984	50612570
16779586	4326409	21105995
16779586	132124	16911710
16779586	394264	17173850
16779586	704520	17484106
16779586	1197064	17976650
16779586	4349960	21129546
16779586	1445896	18225482
16779586	1188872	17968458
16779586	1712136	18491722
16779586	786460	17566046
16779586	1572877	18352463
16779586	1311756	18091342
16779586	1835020	18614606
16779586	1311768	18091354
16779586	1057928	17837514
16779586	1347592	18127178
16779586	1056908	17836494
16779586	1319944	18099530
16779586	1843208	18622794
16779586	1196044	17975630
16779586	1458184	18237770
16779586	1573004	18352590
16779586	3670040	20449626
16779586	9699352	26478938
16779586	1311256	18090842
16779586	180368	16959954
16779586	3280912	20060498
16779586	9437212	26216798
16779586	8945688	25725274
16779586	8699920	25479506
16779586	61	16779647
16779586	263205	17042791
16779586	540709	17320295
16779586	786469	17566055
16779586	131241	16910827
16779586	3145777	19925363
16779586	2244641	19024227
16779586	3407905	20187491
16779586	4464673	21244259
16779586	8650801	25430387
16779586	33554489	50334075
16779586	33816625	50596211
16779586	131237	16910823
16779586	53284	16832870
16779586	2121764	18901350
16779586	263220	17042806
16779586	270392	17049978
16779586	271408	17050994
16779586	401456	17181042
16779586	8536112	25315698
16779586	524468	17304054
16779586	148008	16927594
16779586	282657	17062243
16779586	1327140	18106726
16779586	24752	16804338
16779586	286880	17066466
16779586	286760	17066346
16779586	1073192	17852778
16779586	811040	17590626
16779586	410656	17190242
16779586	413728	17193314
16779586	933920	17713506
16779586	1200160	17979746
16779586	540836	17320422
16779586	1597472	18377058
16779586	1458208	18237794
16779586	1589408	18368994
16779586	8405048	25184634
16779586	8667184	25446770
16779586	33693729	50473315
16779586	4333601	21113187
16779586	139320	16918906
16779586	659504	17439090
16779586	148516	16928102
16779586	417824	17197410
16779586	679968	17459554
16779586	409760	17189346
16779586	4349984	21129570
16779586	4603936	21383522
16779586	33701936	50481522
16779586	1216544	17996130
16779586	1441952	18221538
16779586	1966112	18745698
16779586	1311780	18091366
16779586	1314864	18094450
16779586	1318952	18098538
16779586	1057328	17836914
16779586	1319968	18099554
16779586	1835168	18614754
16779586	34865200	51644786
16779586	4211841	20991427
16779586	33554585	50334171
16779586	458888	17238474
16779586	299152	17078738
16779586	151696	16931282
16779586	34209936	50989522
16779586	279684	17059270
16779586	17560	16797146
16779586	148624	16928210
16779586	1070208	17849794
16779586	20632	16800218
16779586	24728	16804314
16779586	286864	17066450
16779586	287872	17067458
16779586	50305	16829891
16779586	311440	17091026
16779586	417920	17197506
16779586	934016	17713602
16779586	1073288	17852874
16779586	1458304	18237890
16779586	1327248	18106834
16779586	3162256	19941842
16779586	2121872	18901458
16779586	4210833	20990419
16779586	4472992	21252578
16779586	4473984	21253570
16779586	1311876	18091462
16779586	1200256	17979842
16779586	1347712	18127298
16779586	1320064	18099650
16779586	1441928	18221514
16779586	1204352	17983938
16779586	524933	17304519
16779586	17925	16797511
16779586	263685	17043271
16779586	2097809	18877395
16779586	280065	17059651
16779586	1581569	18361155
16779586	33305	16812891
16779586	152065	16931651
16779586	1312257	18091843
16779586	1344001	18123587
16779586	2228753	19008339
16779586	4194841	20974427
16779586	1082000	17861586
16779586	394768	17174354
16779586	280068	17059654
16779586	1069572	17849158
16779586	287360	17066946
16779586	17944	16797530
16779586	149008	16928594
16779586	1200640	17980226
16779586	1328640	18108226
16779586	1204736	17984322
16779586	1458688	18238274
16779586	1851904	18631490
16779586	4342273	21121859
16779586	1311241	18090827
16779586	9437720	26217306
16779586	1327624	18107210
16779586	1835552	18615138
16779586	1050136	17829722
16779586	1348096	18127682
16779586	1073668	17853254
16779586	1320448	18100034
16779586	1597952	18377538
16779586	1344016	18123602
16779586	1106432	17886018
16779586	1704449	18484035
16779586	1574401	18353987
16779586	9961985	26741571
16779586	296065	17075651
16779586	33686545	50466131
16779586	300048	17079634
16779586	562192	17341778
16779586	9364	16788950
16779586	1590288	18369874
16779586	132244	16911830
16779586	18049	16797635
16779586	25736	16805322
16779586	2622593	19402179
16779586	320512	17100098
16779586	812032	17591618
16779586	1598464	18378050
16779586	4219920	20999506
16779586	4482048	21261634
16779586	1451008	18230594
16779586	1582208	18361794
16779586	541729	17321315
16779586	25744	16805330
16779586	312448	17092034
16779586	50704	16830290
16779586	148609	16928195
16779586	1205248	17984834
16779586	34620417	51400003
16779586	1328136	18107722
16779586	283137	17062723
16779586	1126401	17905987
16779586	4461569	21241155
16779586	33820689	50600275
16779586	34738177	51517763
16779586	35131393	51910979
16779586	20508	16800094
16779586	275472	17055058
16779586	4476944	21256530
16779586	283652	17063238
16779586	4214913	20994499
16779586	283664	17063250
16779586	291840	17071426
16779586	553088	17332674
16779586	1601536	18381122
16779586	1363968	18143554
16779586	2248712	19028298
16779586	421888	17201474
16779586	184448	16964034
16779586	675968	17455554
16779586	937984	17717570
16779586	1462272	18241858
16779586	807040	17586626
16779586	1208320	17987906
16779586	2117656	18897242
16779586	2379792	19159378
16779586	4214916	20994502
16779586	4739200	21518786
16779586	8671233	25450819
16779586	692240	17471826
16779586	1315844	18095430
16779586	1200132	17979718
16779586	1060996	17840582
16779586	35139584	51919170
16779586	1339392	18118978
16779586	1446912	18226498
16779586	1216640	17996226
16779586	3280897	20060483
16779586	1839232	18618818
16779586	34218000	50997586
16779586	3416080	20195666
16779586	9707536	26487122
16779586	2105873	18885459
16779586	548996	17328582
16779586	1335304	18114890
16779586	8413328	25192914
16779586	418816	17198402
16779586	680064	17459650
16779586	1859584	18639170
16779586	3174400	19953986
16779586	3432448	20212034
16779586	4219012	20998598
16779586	5005312	21784898
16779586	34611336	51390922
16779586	1355776	18135362
16779586	1073172	17852758
16779586	1097872	17877458
16779586	1360000	18139586
16779586	9060368	25839954
16779586	33702913	50482499
16779586	819205	17598791
16779586	1146897	17926483
16779586	2129945	18909531
16779586	4227097	21006683
16779586	427024	17206610
16779586	1089576	17869162
16779586	57488	16837074
16779586	319616	17099202
16779586	312324	17091910
16779586	8437784	25217370
16779586	50200	16829786
16779586	54273	16833859
16779586	319496	17099082
16779586	180356	16959942
16779586	443392	17222978
16779586	450560	17230146
16779586	966656	17746242
16779586	1490944	18270530
16779586	573572	17353158
16779586	1884160	18663746
16779586	1359904	18139490
16779586	1105928	17885514
16779586	173057	16952643
16779586	4366337	21145923
16779586	442400	17221986
16779586	446464	17226050
16779586	1228808	18008394
16779586	4636672	21416258
16779586	1744896	18524482
16779586	2392193	19171779
16779586	4489345	21268931
16779586	1344516	18124102
16779586	1082392	17861978
16779586	1089668	17869254
16779586	1613828	18393414
16779586	1352704	18132290
16779586	1614848	18394434
16779586	1630208	18409794
16779586	1875968	18655554
16779586	376960	17156546
16779586	1115141	17894727
16779586	1376265	18155851
16779586	1115153	17894739
16779586	1246209	18025795
16779586	1769473	18549059
16779586	1376385	18155971
16779586	3211281	19990867
16779586	5309441	22089027
16779586	1122321	17901907
16779586	1646608	18426194
16779586	1253392	18032978
16779586	1900560	18680146
16779586	1130505	17910091
16779586	1392648	18172234
16779586	1654785	18434371
16779586	1654800	18434386
16779586	1654912	18434498
16779586	1507456	18287042
16779586	148993	16928579
16779586	1232896	18012482
16779586	1261584	18041170
16779586	1982464	18762050
16779586	34754560	51534146
16779586	1442820	18222406
16779586	1478656	18258242
16779586	1974272	18753858
16779586	393253	17172839
16779586	4456461	21236047
16779586	2359429	19139015
16779586	1328132	18107718
